,logFC,logCPM,PValue,FDR
DMTN,-7.031980251,6.679111594,3.81E-66,3.25E-64
FXR2,-3.241430591,1.947633089,4.01E-66,3.41E-64
NACC2,-3.682739913,2.454231751,4.48E-66,3.81E-64
PROK2,-6.377459599,3.138756035,4.49E-66,3.81E-64
SCO2,-7.933148759,0.673130186,7.54E-66,6.38E-64
PRKACA,-9.592137654,-1.092481162,1.17E-65,9.89E-64
SZRD1,-2.345364884,2.870424012,1.22E-65,1.03E-63
GLRX5,-6.327671261,4.206436089,3.27E-65,2.74E-63
RFLNB,-6.275794868,-0.483250502,3.39E-65,2.83E-63
SLC12A7,-3.518501586,1.325210743,3.72E-65,3.10E-63
IRF2BP1,-4.571128639,1.551552626,3.72E-65,3.10E-63
TESC,-6.276808719,3.762932227,7.49E-65,6.22E-63
HSH2D,-3.508998413,5.574764458,8.27E-65,6.86E-63
RASSF2,-4.017753324,5.386779981,8.35E-65,6.91E-63
GRAMD1A,-2.938719811,4.622507809,8.85E-65,7.31E-63
SPINDOC,-4.321125017,0.558199366,8.95E-65,7.38E-63
B3GNT8,-6.489133063,2.453038672,1.04E-64,8.59E-63
KCNQ1,-4.302230254,1.403136615,1.29E-64,1.06E-62
PRCC,-2.115047176,3.238510867,1.36E-64,1.11E-62
RHOQ,-3.271397107,1.83279478,1.70E-64,1.38E-62
GCA,-3.717584762,3.677219253,2.26E-64,1.84E-62
LITAF,-2.447483281,6.792502457,3.17E-64,2.57E-62
TMEM250,-4.124416707,3.213705271,3.51E-64,2.84E-62
ARAP1,-2.740427901,5.734576589,8.44E-64,6.82E-62
TNFSF14,-4.53089039,3.224002424,1.09E-63,8.78E-62
RALB,-3.47683935,3.64567649,1.29E-63,1.04E-61
CKAP4,-4.459507115,3.765095405,1.42E-63,1.13E-61
NPL,-4.055868875,3.096857439,1.60E-63,1.28E-61
MYL4,-9.102160531,3.392450597,1.74E-63,1.39E-61
RIN3,-3.408867505,5.055966591,2.32E-63,1.84E-61
ACIN1,-1.817826139,5.032120083,2.53E-63,2.01E-61
GPR27,-5.781227625,0.693713792,2.64E-63,2.09E-61
SSBP4,-4.371602682,3.283784786,3.00E-63,2.37E-61
RETREG2,-2.531126899,4.491106692,3.54E-63,2.79E-61
REM2,-3.86862327,2.306668197,4.02E-63,3.17E-61
TNFSF12,-3.537011498,1.994250122,5.66E-63,4.45E-61
MMP9,-9.228514971,4.493359656,5.94E-63,4.65E-61
TRIM25,-3.169121894,5.055888838,8.79E-63,6.87E-61
CMTM2,-7.706045389,2.151382522,1.38E-62,1.08E-60
TCIRG1,-2.730440051,6.056701671,1.78E-62,1.39E-60
FAM214B,-4.222806287,3.708596581,2.64E-62,2.05E-60
FAM110A,-3.638462551,2.504004245,2.96E-62,2.29E-60
ABCD1,-3.634160267,2.573024655,3.03E-62,2.34E-60
LMO2,-5.709715975,2.821663957,3.22E-62,2.48E-60
BAX,-3.242070442,3.012937876,3.46E-62,2.67E-60
KIAA0513,-3.458456548,3.909425895,3.96E-62,3.05E-60
C15orf39,-3.915598127,5.135687863,4.20E-62,3.23E-60
LGALS9,-3.664905046,5.717647742,4.65E-62,3.56E-60
LOC729683,-2.67225223,1.505233029,5.01E-62,3.83E-60
CEBPE,-6.993457525,0.6544933,7.04E-62,5.36E-60
DCAF12,-5.767127384,6.0937346,7.41E-62,5.63E-60
NPIPB13,-3.519000244,0.43870702,1.01E-61,7.69E-60
ZBTB45,-3.280476389,1.07260694,1.07E-61,8.10E-60
SLC6A8,-7.884923224,3.693835997,1.16E-61,8.74E-60
MTMR3,-2.358976549,4.187210413,1.21E-61,9.14E-60
TFAP4,-3.991616108,0.342190219,1.39E-61,1.05E-59
COL9A2,-3.309212807,1.024710405,1.68E-61,1.26E-59
ASCL2,-6.835853535,0.861660149,1.78E-61,1.33E-59
DENND3,-3.973316372,4.382298548,1.89E-61,1.41E-59
RRBP1,-2.88509329,3.392898038,2.52E-61,1.88E-59
STK24,-2.415932983,2.935954392,2.79E-61,2.08E-59
MARCKS,-5.853644633,3.837979476,3.16E-61,2.35E-59
RRAS,-4.127368638,1.85804545,3.51E-61,2.60E-59
CDIPT,-3.255678383,3.561511207,3.74E-61,2.77E-59
TECPR2,-3.62538115,3.267517482,4.29E-61,3.17E-59
IER5L,-5.752466194,0.395812468,4.30E-61,3.17E-59
TPGS1,-4.821430757,0.930218987,4.33E-61,3.19E-59
F8A1,-5.760566082,-0.10589529,4.71E-61,3.46E-59
RALBP1,-2.988600357,3.592337287,7.03E-61,5.15E-59
ZNF740,-2.827712655,2.335789791,7.14E-61,5.23E-59
NMT1,-2.242476674,3.64333465,7.34E-61,5.36E-59
IQCE,-3.007875862,1.6183927,7.48E-61,5.45E-59
EPB42,-7.833552465,4.742824068,8.52E-61,6.20E-59
FAM210B,-5.676508734,4.981314493,1.08E-60,7.86E-59
AGPAT3,-2.114917828,3.734349826,1.88E-60,1.36E-58
CCDC71,-2.946905645,1.582702316,1.95E-60,1.41E-58
NPTN,-2.758763253,2.127042162,2.36E-60,1.70E-58
MGRN1,-2.39359448,3.266956859,2.85E-60,2.05E-58
RAB1B,-2.673960356,5.065908625,4.12E-60,2.96E-58
PLEKHO2,-4.200361897,4.965797472,5.52E-60,3.96E-58
PLIN5,-5.255177554,1.125469796,5.67E-60,4.06E-58
LEMD2,-2.85186905,3.402231936,6.16E-60,4.40E-58
RNASET2,-2.908464455,5.272139085,6.50E-60,4.63E-58
RHOB,-4.910197229,3.21368404,8.89E-60,6.33E-58
NPRL3,-4.128852093,4.747681923,9.17E-60,6.52E-58
DNAJC5,-2.477385129,4.133182674,9.50E-60,6.74E-58
NPIPB12,-5.103763689,-0.491895057,9.63E-60,6.82E-58
ZNF768,-3.496817369,0.83584546,1.68E-59,1.19E-57
CABIN1,-1.947317266,4.684076019,1.84E-59,1.30E-57
WASH2P,-3.081409349,0.929990019,1.87E-59,1.32E-57
ULK1,-2.437600437,3.891123233,1.93E-59,1.36E-57
GATAD2A,-1.966163347,4.312646101,2.06E-59,1.44E-57
FTL,-2.807179204,9.615086253,2.16E-59,1.51E-57
CLPTM1,-2.910903297,3.486667313,2.55E-59,1.78E-57
C8orf82,-4.538715052,0.83150808,3.25E-59,2.26E-57
SRXN1,-4.522708419,2.812513257,4.10E-59,2.86E-57
VPS37C,-4.145958757,1.262800469,4.42E-59,3.07E-57
ZC3H7B,-2.188043081,2.842146179,6.42E-59,4.45E-57
NELFB,-2.895446107,2.971313724,6.97E-59,4.82E-57
MIR4477B,-10.08333217,-0.673834094,8.41E-59,5.81E-57
PTOV1-AS2,-2.792633884,1.40414213,8.77E-59,6.05E-57
SERPING1,-7.411982575,4.525195236,8.83E-59,6.08E-57
ANO8,-3.94291058,0.743899793,1.16E-58,8.00E-57
TMEM121B,-5.340241217,1.311652114,1.61E-58,1.10E-56
RASGRP4,-4.681507535,4.546140861,1.68E-58,1.15E-56
MACROH2A1,-2.059929495,4.688221899,2.12E-58,1.45E-56
CLDN9,-5.969996018,0.503537531,2.45E-58,1.67E-56
GLYR1,-2.010871908,3.709523248,2.49E-58,1.70E-56
MNT,-2.559793123,2.988386901,2.69E-58,1.82E-56
SMG5,-2.259452554,4.161189591,2.69E-58,1.82E-56
NPLOC4,-1.76941052,4.341832787,2.73E-58,1.84E-56
SIRT7,-2.564250871,3.454076685,2.96E-58,1.99E-56
BCL6,-4.124544623,5.456976926,3.38E-58,2.27E-56
HNRNPUL2,-2.761378761,1.893306939,3.54E-58,2.38E-56
ESPN,-5.939035632,2.135159215,3.95E-58,2.64E-56
KIAA0100,-2.088314691,3.759349345,4.12E-58,2.75E-56
BSG,-3.792502597,6.878922398,5.12E-58,3.41E-56
SLC19A1,-3.720696061,3.431881005,5.53E-58,3.68E-56
CLN6,-3.261391361,1.614362649,6.02E-58,4.00E-56
MSRB2,-4.522232929,1.151593666,6.05E-58,4.01E-56
DHRS13,-3.496664473,2.406883042,8.77E-58,5.80E-56
PEA15,-2.366104784,2.994004589,9.21E-58,6.08E-56
HSPB1,-3.028014025,3.089033938,1.38E-57,9.05E-56
TPRN,-3.340700566,0.445921115,1.53E-57,1.01E-55
PADI2,-6.595864752,4.24236875,1.86E-57,1.22E-55
ARAP3,-4.804625833,3.022340898,2.29E-57,1.50E-55
CSF3R,-7.436084481,8.551016721,2.42E-57,1.58E-55
ARHGEF11,-3.348273294,3.043869285,2.70E-57,1.76E-55
METRNL,-5.027789791,0.617608819,3.71E-57,2.41E-55
USP32,-2.641179592,3.047707906,3.87E-57,2.51E-55
FZR1,-2.34035009,3.448709679,4.71E-57,3.05E-55
CORO1A-AS1,-3.839757554,0.587676982,4.86E-57,3.15E-55
GRAMD4,-2.755258672,1.746677907,5.36E-57,3.46E-55
PTEN,-5.466726716,-0.325760464,5.36E-57,3.46E-55
SMARCD1,-2.216639106,2.912315071,5.46E-57,3.52E-55
ZNF444,-3.064171401,1.695315387,5.59E-57,3.60E-55
GTPBP2,-3.064273884,3.632356676,6.79E-57,4.36E-55
STX3,-5.030112841,3.437412842,6.85E-57,4.39E-55
BRD7,-2.063170385,2.847673109,7.61E-57,4.87E-55
CCNJL,-5.882314387,2.322656776,7.79E-57,4.98E-55
MPZL1,-5.009868166,3.113459144,7.95E-57,5.07E-55
PITPNA,-3.022264875,3.412392618,9.57E-57,6.09E-55
KCNJ2,-5.972052195,1.940716205,1.04E-56,6.59E-55
COL18A1,-5.758612646,3.332879702,1.12E-56,7.09E-55
LILRA6,-6.979091307,1.849221346,1.14E-56,7.24E-55
PKN1,-2.548310023,5.357410096,1.16E-56,7.34E-55
PRKCSH,-2.367901326,4.749651354,1.23E-56,7.79E-55
CEBPA,-5.316261128,2.985160357,1.26E-56,7.92E-55
C2CD2L,-2.596688246,2.493210474,1.40E-56,8.79E-55
NCF2,-4.795922029,6.476400666,2.35E-56,1.48E-54
UBE2Z,-2.053545303,3.403268261,2.41E-56,1.51E-54
UBB,-4.342288854,8.244186799,4.21E-56,2.63E-54
DVL1,-3.419860266,1.826825201,4.85E-56,3.03E-54
CDKN2D,-2.774311157,4.065810607,5.07E-56,3.16E-54
LRP3,-4.57398175,0.799464061,5.10E-56,3.18E-54
NCKAP5L,-3.241185977,1.997507482,5.41E-56,3.37E-54
BAZ2B-AS1,-5.04492792,-0.338533552,6.93E-56,4.30E-54
PPP2R5B,-3.594871575,2.497302525,7.09E-56,4.39E-54
C3orf86,-5.996655669,0.713767124,8.78E-56,5.43E-54
ZNF784,-3.509833006,0.332537435,1.22E-55,7.52E-54
ADGRE3,-6.042703064,2.429442241,1.36E-55,8.37E-54
NHSL2,-3.77793844,3.637289611,1.39E-55,8.56E-54
PISD,-2.257379901,4.063365056,1.50E-55,9.16E-54
BBC3,-4.495389722,1.574625927,1.51E-55,9.25E-54
PLEKHM2,-2.175304529,4.042277567,1.64E-55,1.00E-53
JDP2,-3.983580952,2.316026878,1.74E-55,1.06E-53
ZNF777,-3.780967517,1.042996518,1.93E-55,1.17E-53
PEAK3,-4.045936787,2.177725941,2.96E-55,1.80E-53
PPP1R18,-5.607894711,-1.06677472,3.31E-55,2.01E-53
IRF2BPL,-3.240194726,2.195730138,3.33E-55,2.01E-53
TBC1D17,-2.765844594,3.010156843,3.40E-55,2.05E-53
THEMIS2,-3.146257265,5.467168973,3.99E-55,2.41E-53
RNPEP,-2.563413992,3.205142393,4.01E-55,2.42E-53
TATDN2,-2.009095663,3.169874023,4.81E-55,2.89E-53
CBFA2T3,-5.190703869,2.453049289,5.00E-55,3.00E-53
MLLT6,-5.629741882,0.072915433,5.05E-55,3.03E-53
FHIP1B,-2.298864843,3.080740812,6.22E-55,3.72E-53
NCF1,-7.610323526,6.149866533,6.47E-55,3.86E-53
ZNF358,-3.944189458,0.63053767,7.43E-55,4.43E-53
UBTD1,-6.06288051,1.083256171,7.73E-55,4.60E-53
LOC107983998,-3.752161419,0.643410624,8.19E-55,4.86E-53
RASAL3,-3.220107177,4.257400345,8.45E-55,5.01E-53
YKT6,-2.238341863,3.208079993,8.73E-55,5.17E-53
ZDHHC7,-3.052519713,3.613175035,1.08E-54,6.39E-53
UNC119,-3.054582617,3.465224319,1.09E-54,6.45E-53
FCGR2A,-7.172312459,6.202741392,1.35E-54,7.96E-53
MOGS,-2.443348538,3.014386083,1.55E-54,9.10E-53
DOT1L,-2.354618412,2.501155476,1.61E-54,9.48E-53
NLRX1,-2.804675732,1.969930268,1.67E-54,9.79E-53
ALPK1,-4.298141464,3.021120276,2.08E-54,1.22E-52
SMARCD2,-2.550280042,3.71613939,2.88E-54,1.68E-52
HRH2,-4.048276278,4.606373212,4.64E-54,2.71E-52
SENP3,-6.514827964,-1.343708875,4.76E-54,2.77E-52
N4BP1,-2.560485012,3.639802918,5.34E-54,3.10E-52
PXN,-2.101962244,6.27242031,5.57E-54,3.24E-52
CHPF2,-2.406382063,3.15354087,7.85E-54,4.55E-52
PCSK1N,-6.148002782,1.515732063,8.76E-54,5.07E-52
GLI4,-3.596983951,0.887889525,8.76E-54,5.07E-52
TLR1,-3.487238484,3.246887385,9.94E-54,5.74E-52
UBE2S,-3.643535828,2.489606792,1.19E-53,6.85E-52
SFXN5,-2.99593145,1.756235286,1.40E-53,8.07E-52
TLE3,-2.96625365,4.748899806,1.44E-53,8.26E-52
RAD23B,-2.627932916,2.681506452,1.58E-53,9.05E-52
INKA2,-5.607043392,3.389442859,1.64E-53,9.42E-52
TALDO1,-3.056932172,6.222641928,1.66E-53,9.47E-52
PELP1,-2.142194486,2.356394463,1.73E-53,9.86E-52
APOL1,-3.699262187,3.239519271,1.73E-53,9.86E-52
MECP2,-1.68963161,3.928091344,2.20E-53,1.25E-51
PGAP6,-2.583600274,4.22126597,2.24E-53,1.27E-51
DOK3,-5.830047113,5.531029549,2.30E-53,1.30E-51
AXIN1,-2.085813077,3.759079891,2.33E-53,1.32E-51
KLC1,-2.01042506,3.604561688,2.37E-53,1.34E-51
MOB2,-3.151173836,2.449140086,2.94E-53,1.66E-51
HS6ST1,-3.264517583,1.234932222,2.98E-53,1.68E-51
MIR142,-4.055894477,1.458613293,3.28E-53,1.85E-51
LRRC4,-4.473197329,1.897022877,3.43E-53,1.93E-51
EVA1B,-4.595724994,0.752674399,4.72E-53,2.65E-51
ATP6V1B2,-2.68084671,5.194692787,4.78E-53,2.68E-51
RTN2,-4.391585197,0.694528328,5.28E-53,2.95E-51
CAMTA2,-2.095097341,3.749945367,5.36E-53,2.99E-51
XRCC3,-2.629858147,2.215093098,5.83E-53,3.25E-51
HDLBP,-2.081638612,4.726749147,6.44E-53,3.58E-51
C10orf105,-5.240141025,2.040360688,6.54E-53,3.63E-51
VSIR,-2.654307533,7.376571261,7.25E-53,4.01E-51
SIRPB1,-4.207161825,4.407369726,8.94E-53,4.94E-51
GABARAP,-2.202317663,6.535817785,9.38E-53,5.18E-51
FOXP4,-2.915819412,1.244664213,1.10E-52,6.09E-51
CCDC69,-1.959876833,4.950630303,1.25E-52,6.87E-51
ZNF641,-2.529613459,3.180773077,1.41E-52,7.72E-51
NFAM1,-6.54897706,6.160902899,1.60E-52,8.76E-51
PSD4,-2.377960068,5.411363915,1.69E-52,9.25E-51
SIGLEC5,-6.292585224,3.669418034,1.80E-52,9.80E-51
MEN1,-2.77606649,2.260863182,1.88E-52,1.03E-50
FHOD1,-1.962652389,3.077143598,2.01E-52,1.10E-50
CITED4,-5.270963296,0.262473187,2.05E-52,1.12E-50
CLDND2,-5.318437196,1.113010083,2.26E-52,1.22E-50
DUS1L,-2.266543758,3.635262585,2.44E-52,1.32E-50
CTSB,-3.052544259,5.195824283,2.48E-52,1.34E-50
MBD3,-2.819065475,3.562570213,2.66E-52,1.44E-50
PRKD2,-2.817936954,4.810331301,3.03E-52,1.64E-50
S100A11,-3.835146457,6.847609491,3.51E-52,1.89E-50
EIF2AK1,-3.183221125,4.773114311,3.90E-52,2.10E-50
MLEC,-2.067829109,3.460205396,4.08E-52,2.19E-50
FAM117A,-3.262628276,4.430856834,5.27E-52,2.83E-50
ANKRD13A,-2.248161767,4.210186787,5.29E-52,2.84E-50
GK,-3.603973975,2.11309229,5.37E-52,2.88E-50
FAM78A,-2.552424239,4.174100776,7.55E-52,4.04E-50
RRP36,-2.672722062,1.614833159,9.34E-52,4.98E-50
IMPA2,-4.756814087,2.083517952,9.72E-52,5.18E-50
ZBTB18,-3.704069882,2.127874171,1.04E-51,5.56E-50
WIPF1,-2.048926639,5.763080487,1.07E-51,5.70E-50
FFAR2,-8.363937599,5.477600564,1.15E-51,6.12E-50
PWWP2B,-4.279169883,1.701031744,1.26E-51,6.68E-50
CPPED1,-3.935959898,4.714790305,1.26E-51,6.68E-50
CACTIN,-3.025536247,1.333548109,1.44E-51,7.60E-50
MICALL1,-2.094125448,2.152305012,1.50E-51,7.93E-50
CCDC97,-1.887720962,3.798809015,1.54E-51,8.10E-50
LOC102723340,-4.603742452,1.161966731,1.60E-51,8.43E-50
ARHGEF40,-4.375920113,3.06889352,1.72E-51,9.01E-50
GTF2IP4,-4.287734175,0.338129663,1.90E-51,9.96E-50
ARHGAP9,-2.080924861,5.917538028,2.48E-51,1.29E-49
TESK1,-2.645642246,2.413877762,3.51E-51,1.83E-49
UBQLN4,-2.469231118,1.766009285,3.55E-51,1.85E-49
UBN1,-2.408807004,4.131591562,3.66E-51,1.91E-49
CLCN7,-3.340455667,3.381116864,3.94E-51,2.05E-49
P2RY13,-6.451657593,4.252841066,4.21E-51,2.19E-49
RNF10,-3.417204942,6.330130666,5.76E-51,2.99E-49
ALOX5,-8.521777212,1.099055875,6.03E-51,3.12E-49
SOX12,-3.574070989,0.737116964,6.12E-51,3.16E-49
MAF1,-3.478419515,4.910129039,6.24E-51,3.22E-49
SEPHS2,-2.829186936,2.709530057,7.27E-51,3.75E-49
YY1AP1,-2.116638605,4.190300146,7.70E-51,3.97E-49
OR2W3,-8.450679384,2.708729368,7.95E-51,4.09E-49
ADIPOR1,-4.088646086,6.811316778,8.34E-51,4.28E-49
LINC02597,-6.947646699,1.844950346,9.75E-51,5.00E-49
SLPI,-8.490511741,1.695484072,9.95E-51,5.10E-49
PACSIN2,-2.599982942,3.560132201,1.09E-50,5.60E-49
TMEM150B,-4.782351134,0.749641925,1.17E-50,5.99E-49
HAL,-5.098664193,1.969060198,1.38E-50,7.02E-49
LOC105369380,-4.280183009,-0.34140323,1.53E-50,7.80E-49
HBQ1,-9.007931202,3.111608895,1.75E-50,8.88E-49
PSMD3,-2.685408892,3.154862167,2.10E-50,1.07E-48
BAG1,-4.597179287,4.884123207,2.11E-50,1.07E-48
VNN3P,-5.627467927,1.515816431,2.33E-50,1.18E-48
ZNF672,-2.368080827,2.91036789,2.83E-50,1.43E-48
RAD9A,-2.595813827,1.826910547,3.19E-50,1.61E-48
APBB1IP,-2.791434486,5.231403061,3.91E-50,1.97E-48
MCL1,-2.357789452,6.516717047,4.09E-50,2.06E-48
RNF220,-1.838567838,2.965764758,4.78E-50,2.40E-48
HMGA1,-2.629475883,4.418830793,5.05E-50,2.53E-48
SELENBP1,-9.311769545,5.356855664,5.31E-50,2.66E-48
SSBP3,-2.565801509,3.237559088,7.53E-50,3.76E-48
CSNK1D,-2.157316333,4.620448698,7.56E-50,3.77E-48
DENND1A,-2.595256366,2.611580937,9.18E-50,4.57E-48
TBC1D1,-2.535578829,3.404072867,9.29E-50,4.62E-48
IQSEC2,-3.362526228,0.745942301,9.32E-50,4.63E-48
MBOAT7,-5.963058902,-0.351340849,9.65E-50,4.79E-48
GYPC,-4.696563827,7.23953312,1.04E-49,5.14E-48
KCNC3,-4.559949658,-0.115306535,1.23E-49,6.08E-48
ST6GALNAC2,-5.512640709,2.076986108,1.27E-49,6.28E-48
MCOLN1,-2.823755927,2.774235974,1.55E-49,7.65E-48
WSB2,-2.717324895,2.082441185,1.75E-49,8.63E-48
SNF8,-2.711600271,2.497534331,1.94E-49,9.57E-48
PTPN18,-2.764270079,5.067427417,1.98E-49,9.73E-48
CADM4,-5.639856703,-0.507043134,2.41E-49,1.18E-47
TRIM41,-2.666194404,2.211746303,2.73E-49,1.34E-47
NAMPT,-4.748281308,6.355823975,2.94E-49,1.44E-47
FAM8A1,-3.037331984,3.15755285,3.29E-49,1.61E-47
MAP3K3,-1.966413987,4.373054211,3.41E-49,1.66E-47
MZT2B,-3.44341723,3.132857323,3.45E-49,1.68E-47
ZNF653,-5.07408859,0.629327663,3.56E-49,1.73E-47
ZNF513,-2.715034018,1.260934867,4.53E-49,2.20E-47
PANK2,-2.517623489,2.654819556,5.86E-49,2.84E-47
CYSTM1,-3.500875573,2.873746951,7.14E-49,3.45E-47
MOB3A,-2.723784574,6.058222619,7.77E-49,3.75E-47
HPCAL1,-2.623816045,3.491145122,7.90E-49,3.81E-47
TP53I11,-3.879759363,3.393422463,7.92E-49,3.82E-47
PHETA1,-3.658500025,0.60838608,8.19E-49,3.94E-47
HBM,-10.26819482,4.949379752,1.12E-48,5.37E-47
ZSWIM8,-1.975784104,3.454866832,1.27E-48,6.10E-47
RNF149,-2.459432881,5.811161112,1.33E-48,6.39E-47
ZC3H18,-2.191822693,3.205063762,1.35E-48,6.45E-47
TMEM63B,-3.208275909,2.337811948,1.61E-48,7.70E-47
SBF1,-2.015940671,4.751904193,1.87E-48,8.91E-47
ST3GAL4,-4.696436062,2.331477416,2.46E-48,1.17E-46
MPZ,-4.133053704,-0.174055525,2.47E-48,1.17E-46
CCDC61,-3.318757799,0.822094232,2.47E-48,1.17E-46
ZNF628,-3.147871184,0.339321076,2.58E-48,1.23E-46
WIPI2,-1.858473613,3.941018951,2.84E-48,1.35E-46
BCL3,-4.090840231,3.981502973,2.97E-48,1.41E-46
SHARPIN,-3.672413354,4.230092421,3.09E-48,1.46E-46
VAV1,-2.243102536,4.79714195,3.36E-48,1.59E-46
LRRK2,-4.84947613,3.592243831,3.42E-48,1.62E-46
IL13RA1,-5.573961515,3.192824552,3.56E-48,1.68E-46
TREML2,-4.609788283,3.284510229,3.83E-48,1.80E-46
GATD1,-2.35805821,2.58698055,4.27E-48,2.01E-46
AGRN,-4.674567482,1.687149705,4.59E-48,2.16E-46
BLVRB,-5.118714445,5.481866031,4.81E-48,2.26E-46
BAIAP2-DT,-4.019069081,1.078669068,5.16E-48,2.42E-46
KMT5C,-3.316779135,0.465250294,5.75E-48,2.69E-46
MOB3C,-2.587310382,2.786951008,5.79E-48,2.70E-46
SMAP2,-2.584743677,6.215831816,6.20E-48,2.89E-46
PIM3,-3.343288453,4.115200454,6.32E-48,2.94E-46
CLTB,-2.953380885,3.412010235,6.68E-48,3.11E-46
SAP30L,-2.348423051,2.146832177,6.99E-48,3.25E-46
SLX9,-3.153758909,0.896769153,7.44E-48,3.45E-46
TNIP2,-2.147530065,2.922374706,8.32E-48,3.86E-46
DYSF,-6.697058469,5.24163219,1.10E-47,5.11E-46
LY6E,-7.56498389,1.520096786,1.33E-47,6.15E-46
ENDOG,-5.38431479,-1.320743393,1.33E-47,6.15E-46
HES4,-7.256169963,1.746844813,1.42E-47,6.54E-46
SNX3,-2.873194045,4.119778088,1.46E-47,6.69E-46
PGPEP1,-2.123423372,2.897691409,1.55E-47,7.10E-46
WDR82,-1.727115928,4.013294776,1.83E-47,8.37E-46
NPIPB5,-3.305410905,1.000103715,1.88E-47,8.61E-46
SUN2,-1.785081114,5.945918737,2.47E-47,1.13E-45
ANXA11,-2.363765672,5.765646402,2.48E-47,1.13E-45
RRAGD,-3.764741017,0.797205485,2.72E-47,1.24E-45
RNA45SN4,-5.122156483,0.431022333,2.96E-47,1.35E-45
IRF7,-5.128275534,2.468349147,3.60E-47,1.64E-45
ATF5,-3.324619483,1.338469603,3.76E-47,1.71E-45
INAFM1,-4.151696009,1.181683573,5.25E-47,2.38E-45
RHBDF2,-3.31389205,4.258539402,5.36E-47,2.43E-45
DCAF15,-8.276544084,-0.746194307,6.23E-47,2.82E-45
KLF1,-8.831328698,2.925250497,6.32E-47,2.86E-45
CDC42SE1,-1.821885567,6.345627128,6.90E-47,3.12E-45
SLC15A3,-4.991288849,3.186528477,7.51E-47,3.38E-45
VEGFA,-4.587747154,-0.05441679,9.41E-47,4.23E-45
SLC26A8,-5.695560599,0.787194267,1.00E-46,4.51E-45
TEX261,-2.005509854,2.370573771,1.03E-46,4.62E-45
MARK3,-2.225900976,3.98232197,1.04E-46,4.66E-45
NOP14,-2.138221862,1.99378013,1.07E-46,4.77E-45
TMEM248,-1.867873717,3.384224888,1.09E-46,4.89E-45
MGAT4B,-8.848199158,-0.793433496,1.14E-46,5.10E-45
TLE5,-2.472243911,6.544428888,1.16E-46,5.16E-45
RNF40,-2.088762403,4.269177271,1.17E-46,5.19E-45
ELL,-2.444971472,3.345176442,1.30E-46,5.80E-45
ZNF688,-3.141753607,1.389910108,1.71E-46,7.59E-45
UBTF,-1.912816499,4.080092047,1.93E-46,8.58E-45
NLRP6,-4.791316053,2.530980426,2.03E-46,9.01E-45
MTARC1,-5.087227673,1.996951109,2.21E-46,9.77E-45
ZFPM1,-3.124963048,1.499830093,2.95E-46,1.30E-44
PABIR1,-2.390431348,1.367547821,3.35E-46,1.48E-44
XKR8,-3.179500387,2.774806227,3.90E-46,1.71E-44
STAT6,-2.034730897,6.142299842,4.02E-46,1.77E-44
PNRC1,-2.237722212,4.575155109,4.06E-46,1.78E-44
STXBP2,-2.462749927,5.687202506,4.49E-46,1.97E-44
B4GALT5,-3.514121019,3.270711017,6.34E-46,2.77E-44
HPS6,-3.122563962,1.671959588,6.46E-46,2.82E-44
MNDA,-6.665106305,7.14232506,6.63E-46,2.90E-44
PGD,-3.447680533,5.603547356,7.08E-46,3.08E-44
CYHR1,-2.172662697,3.144938966,7.12E-46,3.10E-44
PLEKHG3,-3.420786849,3.779163796,8.17E-46,3.55E-44
IFIT1B,-8.142920212,2.784606262,8.43E-46,3.66E-44
CBX7,-2.260407427,3.763881057,1.08E-45,4.68E-44
TLR8,-5.912604741,3.070902398,1.16E-45,5.03E-44
BATF2,-7.461850747,2.408034578,1.18E-45,5.11E-44
EMILIN2,-3.83252657,3.197257656,1.33E-45,5.77E-44
CFLAR,-1.921903765,6.175894476,1.44E-45,6.20E-44
KLF13,-4.647466374,0.532147927,1.45E-45,6.23E-44
NME4,-4.017437522,2.57654601,1.86E-45,8.00E-44
B3GALT6,-2.931074394,1.308592908,1.97E-45,8.48E-44
ZBTB34,-3.197370566,1.241143178,1.98E-45,8.52E-44
PITPNM1,-2.416526583,4.37785115,2.48E-45,1.06E-43
SOD2,-3.319583822,6.397471359,2.52E-45,1.08E-43
STX4,-2.114717736,3.13223518,2.78E-45,1.19E-43
TRIM28,-2.005650842,4.670430149,2.88E-45,1.23E-43
CYB5R3,-1.938539624,4.568307583,3.12E-45,1.33E-43
DTX2,-2.674060188,1.705357344,3.18E-45,1.35E-43
VEGFB,-2.853221922,1.688010153,3.35E-45,1.43E-43
SERPINA1,-6.351859217,5.485875677,3.38E-45,1.44E-43
PGLYRP1,-7.107790912,2.790754376,3.39E-45,1.44E-43
RNF167,-2.135553804,4.856833034,3.57E-45,1.51E-43
KCTD2,-2.378461233,2.803092129,3.61E-45,1.53E-43
PRAM1,-4.799233464,3.7880954,3.63E-45,1.54E-43
LOC100288069,-2.929155548,1.078766986,3.64E-45,1.54E-43
ELF4,-2.619719495,4.414346988,5.21E-45,2.20E-43
TKT,-2.527166065,6.757383124,6.27E-45,2.64E-43
LPGAT1,-2.541384035,2.695488848,6.42E-45,2.71E-43
ANXA3,-7.132678624,2.580409736,8.78E-45,3.69E-43
MIR223HG,-6.155446381,3.555852627,9.02E-45,3.79E-43
LOC100132287,-8.587871694,-1.013670642,9.09E-45,3.81E-43
ORAI3,-3.295877047,2.105382397,9.51E-45,3.99E-43
