,logFC,logCPM,PValue,FDR
LOC100996506,-1.101991398,-0.08169342,8.63E-05,0.000221471
TUBB4A,-1.388467054,-0.956164472,8.65E-05,0.000221961
DDIAS,-1.167645803,-0.992170481,8.68E-05,0.000222558
ZFYVE19,-0.737927822,2.208860333,8.71E-05,0.000223363
RTL8B,-2.364858483,-2.847408635,8.71E-05,0.000223371
TRGV6,-3.56321191,-3.567363515,8.72E-05,0.000223485
SUOX,-1.03735829,1.123615176,8.74E-05,0.000223889
ERP44,-0.521301571,4.254910701,8.78E-05,0.000224915
LINC01238,-4.458926792,-4.441330597,8.79E-05,0.000225237
TRADD,-0.792826382,3.886963655,8.81E-05,0.000225515
LOC100310756,-3.394350016,-4.392112226,8.81E-05,0.00022552
SIX5,-1.584449701,-1.840823404,8.93E-05,0.000228362
LOC102724560,-3.353386282,-4.10814341,8.97E-05,0.000229208
LINC02656,-1.334365303,-0.979016705,9.02E-05,0.000230337
HERC6,-1.123828839,3.013076208,9.02E-05,0.000230455
CLEC4F,-1.999807882,-1.677427785,9.03E-05,0.000230743
TMOD3,-0.586113592,2.968426464,9.05E-05,0.000231056
MYO1E,-1.00564481,0.398355465,9.08E-05,0.00023169
LOC107984276,-3.380052785,-3.876479817,9.10E-05,0.000232186
GCC1,-0.830628215,2.697949485,9.14E-05,0.000233218
KLHL5,-0.741427281,2.170270648,9.15E-05,0.000233228
ARL2,-0.851878387,1.292808971,9.27E-05,0.000236283
SLAIN2,-0.567770165,2.247224355,9.49E-05,0.000241729
ZC3H12A-DT,-0.918401434,0.046412432,9.55E-05,0.00024306
SPRED2,-1.150306073,-0.951031743,9.59E-05,0.000243966
CAPN2,-0.580156464,5.443856831,9.67E-05,0.000245875
PSMB9,-1.487503505,0.285402491,9.71E-05,0.000246876
SND1,-0.618573515,4.775109704,9.79E-05,0.000248825
CBFA2T2,-0.562819955,2.330368732,9.80E-05,0.000249082
CNIH3,-1.576873084,-0.891363417,9.85E-05,0.000250187
LOC107985562,-2.54511491,-2.484133649,9.86E-05,0.000250421
CIAO3,-0.662427474,2.33178337,9.87E-05,0.000250591
HSD11B1L,-1.542064524,-1.534340604,9.89E-05,0.000251093
RBM33,-0.524485975,4.297262957,9.91E-05,0.00025162
PRKAR1A,-0.832120843,3.058376556,9.94E-05,0.00025233
WDCP,-0.902553671,0.559663389,9.99E-05,0.000253465
LOC107987373,-1.789028775,-1.758582074,1.00E-04,0.000253695
GSTA7P,-2.647896057,-2.096538279,0.000100065,0.00025386
CCR5,-1.350883171,1.782325912,0.000100067,0.00025386
RABGGTA,-2.006103949,-2.215152649,0.000100293,0.000254347
PDLIM1,-1.599854131,2.777253342,0.000100514,0.000254855
LOC105371770,-1.452760002,-1.516015345,0.000100694,0.000255282
MIR320C1,-3.543905508,-4.334555201,0.000101121,0.000256288
NDUFAF3,-0.627060289,3.503268663,0.000101163,0.000256378
SETX,-0.522304673,4.637297147,0.000101317,0.00025675
ADI1,-0.709554497,1.698073939,0.000101635,0.000257486
AKT3,-2.458218144,-3.624958917,0.000102082,0.000258513
GP5,-1.448751582,-1.693123273,0.000102094,0.000258526
C22orf46,-0.627886233,1.344925277,0.000103125,0.000261012
GCAT,-1.485572465,-0.215366998,0.000103248,0.000261305
MIR9-3HG,-1.231128294,-0.743103231,0.000103274,0.000261353
MIXL1,-2.091354933,-2.357770953,0.000103399,0.000261617
LOC101929129,-2.135742226,-2.977622241,0.000104367,0.000263869
LOC107987414,-3.391583664,-4.112946452,0.000104529,0.000264225
BHLHE41,-1.81901454,-1.605386453,0.000104711,0.000264638
ZNF585B,-0.809423788,0.981370917,0.000105966,0.000267531
H2BC21,-1.038707112,2.966717854,0.000106027,0.000267665
GZMM,-0.950874432,3.620407116,0.000107122,0.000270173
COASY,-0.573293849,3.658451322,0.000107247,0.000270435
UIMC1,-0.548808947,3.209453938,0.000107299,0.000270546
BRD9,-0.510264361,2.82008655,0.000107998,0.000272274
TNS3,-1.340843711,1.093911969,0.000108425,0.000273256
CD1A,-1.556126482,-2.226361972,0.000109176,0.000275036
PTGR1,-1.990761921,-2.375811176,0.000110501,0.000278149
MGAM2,-4.742024215,-4.328421249,0.000111043,0.000279344
APBB3,-0.699709009,2.849132316,0.00011228,0.000282341
PRSS57,-1.905549021,-0.70907654,0.000112707,0.000283321
PIGV,-0.724552512,1.329729465,0.000113506,0.000285173
SLC22A17,-1.401384451,-0.670123235,0.000113787,0.000285802
CATSPERG,-0.957016757,-0.611829731,0.000113799,0.000285813
PGAP3,-0.658649124,2.346557544,0.000113897,0.000286042
ZNF212,-0.748381659,1.483318072,0.000114039,0.000286378
LINC00106,-4.561830558,-4.422740955,0.000114391,0.000287205
MOAP1,-2.237895408,-3.607103439,0.000114679,0.000287887
MIR3613,-4.555553592,-4.423214868,0.000115161,0.000289039
SRGAP2B,-1.005334038,-0.215662138,0.000115728,0.000290365
NMRAL2P,-2.369596983,-3.355045835,0.000115841,0.000290609
MINPP1,-1.201017563,0.425372412,0.000115897,0.000290709
CYC1,-0.728715385,3.749523339,0.000116175,0.000291348
LOC100506472,-1.059912635,-0.868732205,0.00011672,0.000292599
KDM2A,-0.638372504,5.203226199,0.000117827,0.000295206
LOC100506178,-2.019301634,-2.71160393,0.000118392,0.00029643
ITGAD,-1.690432068,-1.139691959,0.000118829,0.000297463
PCGF3,-0.514913922,2.800952872,0.000119081,0.000298035
LOC107985055,-4.581189246,-4.380527362,0.000119735,0.000299532
NPIPB6,-1.739159981,-2.651245338,0.000119832,0.000299754
KRT79,-3.078574614,-2.930087529,0.000120152,0.000300513
OXCT2,-3.288499628,-3.723913498,0.000120592,0.000301553
CNGA4,-1.773932174,-2.107032438,0.000121478,0.000303545
DUSP14,-2.430831335,-3.560167583,0.000122848,0.0003067
OLFM1,-1.983186083,-1.604637136,0.000122874,0.000306744
PLAC8,-1.026752285,5.014017724,0.000124305,0.000310046
PMM2,-0.587173708,2.266966785,0.00012452,0.000310457
CHMP6,-0.662805648,2.973856568,0.000124572,0.000310566
ZP3,-1.122466653,-0.741245955,0.000125182,0.000311942
NDUFB10,-0.648392502,4.048611691,0.000126047,0.000314033
TSPAN32,-0.681541816,4.220116766,0.000126174,0.000314245
AMIGO1,-1.068892086,1.208949498,0.000127539,0.000317327
SMAD3,-0.526184372,3.2067211,0.000127835,0.000317983
MRPL2,-0.614261653,1.99163974,0.000128303,0.000318951
ZNF783,-0.861319432,2.16983563,0.000129025,0.000320681
PTPN9,-0.660712515,1.69238359,0.000129039,0.000320693
SPTSSA,-1.069856017,0.221729969,0.000129303,0.000321307
CACNG8,-1.371400986,-0.305022119,0.000129775,0.000322415
TTC1,-0.605893276,3.229057069,0.000130478,0.000324012
LOC105376220,-1.192998511,-0.495754569,0.000131112,0.000325456
GTF3C5,-0.476741839,3.692743232,0.000131621,0.000326567
TOX2,-1.13034491,-0.208829046,0.000131631,0.00032657
AGAP10P,-2.164335942,-3.215924897,0.000132013,0.000327473
INPP5E,-0.655620367,1.502431991,0.0001322,0.000327915
SLC2A3,-0.867496299,5.681426244,0.000132397,0.00032834
PCF11-AS1,-3.764162203,-4.241969004,0.00013255,0.000328697
PNMA6A,-2.455813559,-3.482879584,0.000132732,0.000329104
EEF1A1,-0.621037733,9.505201796,0.0001332,0.000330177
HSD17B8,-3.035420097,-4.03418557,0.000133528,0.000330895
TNK1,-4.443022915,-3.929363591,0.000133535,0.000330895
UBR7,-2.075497424,-3.389093458,0.000133714,0.000331251
LINC02384,-1.707063084,-0.592831294,0.000133735,0.000331281
DDX60,-1.093371209,3.269702375,0.000133808,0.000331442
THAP3,-0.637187015,1.666271249,0.000134446,0.000332978
ELL2,-1.185253617,1.82498553,0.000134757,0.000333724
NAGA,-0.752959348,3.346893526,0.000135974,0.000336447
LOC107984917,-1.371811614,-1.937475009,0.000136283,0.000337124
PWWP2A,-0.688986355,1.639617956,0.000136489,0.000337587
PTENP1,-1.076443162,-1.651050584,0.000136725,0.00033808
NXPH4,-1.906855101,-2.894017412,0.000137279,0.000339385
CASP8,-0.732617036,4.826425005,0.000137718,0.000340379
MIIP,-0.790237465,3.97659804,0.000138384,0.00034191
HEXIM1,-0.573896113,3.556493708,0.000138613,0.000342408
IGHV1-3,-2.856232339,-4.136790665,0.000139215,0.000343806
LOC101926907,-1.331784428,-1.616899856,0.000139315,0.000344006
DOLK,-0.714003495,0.770572088,0.00014163,0.000349281
HEXD-IT1,-1.528219919,-1.483969029,0.000143104,0.000352637
CBR1,-0.748220828,1.976602325,0.000144025,0.00035474
INSL3,-1.054408614,0.399643469,0.000144567,0.000355936
ATP2A1,-1.314742345,-1.435740094,0.000145713,0.000358496
LRRC20,-1.181621345,-0.504286368,0.000146828,0.000361087
TSPAN31,-0.668367886,1.543541085,0.000146834,0.000361087
UCHL1,-2.456414515,-2.239187115,0.000147249,0.000362013
ARPIN,-1.602878614,-1.099955453,0.000147637,0.000362872
CCL4L1,-2.863845925,-3.209320328,0.000147879,0.00036335
ZNF70,-1.077880738,-0.340082726,0.000148169,0.000364034
PARN,-1.576520029,-1.575519858,0.000148321,0.000364335
ZNF613,-1.086637995,-0.361741025,0.000148454,0.000364613
PRSS36,-1.473390208,-1.440982298,0.000148996,0.000365752
UEVLD,-0.672121972,0.820065002,0.000149344,0.000366534
LOC285638,-0.93209813,-0.441361021,0.000149387,0.00036661
SNORC,-1.628446104,-2.233514827,0.000149767,0.000367475
CMTM5,-2.135937841,1.329869828,0.000149901,0.000367779
MAP4K2,-0.501635842,4.138539532,0.000150661,0.000369547
RNPS1,-0.445686271,4.656902541,0.00015083,0.000369939
PPFIA3,-1.333050017,-1.645575481,0.000151572,0.00037161
LOC107986630,-2.250194937,-3.246234486,0.000153672,0.000376264
AP3M1,-0.647054705,2.826672491,0.000153761,0.000376433
LOC105378577,-2.850102529,-3.686322908,0.000154347,0.00037773
AIRE,-1.220464832,-1.084789576,0.000154486,0.000378034
MCTS1,-1.915941827,-2.306874459,0.000154655,0.000378422
ABCB8,-0.517007565,2.663919549,0.000155355,0.00037986
LOC105371224,-0.961860023,0.116963321,0.0001563,0.000381994
CRTAP,-0.612510901,4.319919166,0.000156571,0.000382632
LOC100996583,-4.457366737,-4.445528424,0.000156774,0.000383104
TP53INP1,-0.699096642,3.201374501,0.000157103,0.000383782
YJU2,-0.589199145,2.895862754,0.000157498,0.000384671
SMPD5,-3.330465525,-3.92696619,0.000158696,0.000387418
NOTCH2NLA,-1.136492726,-0.280375578,0.000158784,0.000387607
ABCF3,-0.509804318,3.136191996,0.000159943,0.000390233
RHOU,-4.523871494,-4.412285961,0.000160138,0.000390605
MRM1,-1.59513421,-2.713824691,0.000161085,0.00039266
SUSD2,-1.559609523,-0.82500177,0.000161168,0.000392834
HRK,-1.743363272,-1.49841841,0.000162192,0.000395099
FAM98A,-0.718864781,1.458367322,0.000163205,0.000397435
KLHL8,-0.784572925,0.968471842,0.000163261,0.000397548
BPNT1,-0.858527171,1.254274047,0.000163301,0.000397592
RNU6-2,-2.271109118,-3.515741729,0.000164136,0.000399469
IGLV1-36,-4.604817176,-4.361331197,0.000165025,0.000401396
DHODH,-0.621003702,1.022021315,0.000165298,0.000402007
SEPTIN5,-3.659049492,-4.296462985,0.0001654,0.000402177
C7orf50,-0.780485186,3.148894883,0.000165652,0.00040271
CDKL1,-0.792659936,1.080797417,0.000167143,0.000406096
LOC105376959,-1.862895772,-2.455454563,0.000167413,0.0004067
PLD4,-1.658275436,1.849230988,0.000167487,0.000406853
NOMO3,-1.97508673,-3.376460789,0.000168146,0.000408362
SPG7,-0.463395564,3.970771345,0.000168757,0.000409751
SPATA25,-1.333364569,-1.822261636,0.000170173,0.000412866
PLAAT3,-0.809595075,0.874391285,0.00017077,0.000414179
SNORD125,-2.009613887,-2.994427694,0.000171948,0.000416764
TEF,-0.96255738,0.229385951,0.000172235,0.000417378
VSTM2B,-2.483949732,-2.897968555,0.000172432,0.000417803
LOC101928415,-1.325670923,-1.770097205,0.000172828,0.000418679
UBE2E4P,-1.554067771,-2.807754442,0.000174022,0.000421408
SLC39A9,-0.475208301,2.807493491,0.00017405,0.000421448
CD101,-1.313955223,1.223710996,0.000174746,0.000422995
RBMS1,-0.912460694,3.197377209,0.000174929,0.000423383
ZFAND2A-DT,-1.224133753,-1.098196471,0.000174991,0.000423478
GP9,-2.053414745,2.161992994,0.000175973,0.00042575
EFCAB12,-1.101536026,-0.646415688,0.0001765,0.000426908
LDHD,-1.822631257,-1.313915072,0.00017671,0.000427361
GUCY2D,-1.328799988,-1.693112423,0.000177115,0.000428257
SESTD1,-0.839562278,1.183155743,0.000177601,0.000429292
PTPRN,-1.664927613,-1.173670911,0.000178067,0.000430308
TERF1,-0.690661966,1.142699157,0.000179157,0.000432745
CCL4L2,-4.305493731,-4.491560253,0.000179646,0.000433814
ARHGEF35,-3.03221648,-4.276835144,0.00018016,0.000435026
PRG1,-3.862176519,-4.209025539,0.000180381,0.000435454
CCNDBP1,-0.731499157,5.233230278,0.000180524,0.000435765
LINC00174,-0.864624183,1.337958567,0.000181278,0.000437499
ITPKB,-0.648360772,4.913618415,0.000181439,0.00043786
RASGRP3-AS1,-1.321418303,-2.031840113,0.000181501,0.000437953
SSPN,-1.637982054,-2.265741661,0.00018278,0.000440809
CASS4,-1.2184102,1.79835633,0.00018333,0.00044205
SHMT1,-2.428994767,-2.709888075,0.000184567,0.000444802
FCRLB,-1.657563102,-1.576458985,0.000185331,0.000446529
IL12RB1,-0.719303726,3.643119671,0.000187549,0.000451405
TGM1,-4.434865259,-4.432202683,0.000187579,0.000451449
MLST8,-0.515241733,2.682198236,0.000189141,0.000454854
EPDR1,-2.07437469,-2.331603076,0.000189927,0.000456597
TRAPPC4,-2.466085144,-2.542791381,0.000190303,0.000457443
LOC102724608,-2.001093435,-2.742037416,0.000191111,0.000459176
LOC105373511,-1.064214049,-0.394927668,0.000191341,0.0004597
ARL3,-0.648301936,0.841387404,0.000191522,0.000460046
DNAJB5,-1.360563054,-1.283384875,0.000191569,0.000460128
PKIG,-1.191603014,0.550478203,0.000191889,0.000460838
MAP7,-1.307145791,-1.578508869,0.000192265,0.000461652
MAP2K6,-0.847090548,2.090841448,0.000192687,0.000462605
PI4K2B,-0.915485529,0.278007706,0.000192735,0.00046268
HIP1R,-0.727781039,3.022403572,0.000192743,0.00046268
FAM234A,-0.546533382,3.020409442,0.000193708,0.000464906
JARID2-AS1,-2.12996729,-3.254761844,0.000193904,0.000465348
ATMIN,-0.568092032,2.358749069,0.000194001,0.000465519
CRTAM,-1.548341511,0.326107996,0.000194578,0.000466845
NBR1,-0.614936519,4.33510571,0.00019501,0.00046773
VPS25,-0.631885165,2.852227644,0.000195502,0.000468819
LOC107985573,-1.439045229,-1.911746654,0.000195841,0.000469542
ZNF251,-4.171992478,-4.540239704,0.000196318,0.000470656
LOC107986762,-1.09796703,-1.044879446,0.000197013,0.00047226
LOC105371254,-3.386539427,-4.41903546,0.000197099,0.000472437
MYBL1,-1.047681795,0.74412532,0.000197352,0.000473013
LOC112268258,-1.519434477,-2.141542945,0.000199666,0.000478281
EPHX1,-0.727509481,1.651610266,0.000199769,0.000478467
LOC105373793,-2.255754358,-3.553322463,0.000199909,0.00047877
PIGB,-0.633928239,1.85567429,0.000201005,0.000481209
RDH13,-3.702228264,-4.288594178,0.000201935,0.000483251
SRSF8,-0.634269736,2.801433901,0.000202056,0.000483477
NEXN,-1.390651187,0.673513771,0.000203206,0.000486072
TNXB,-2.633856124,-3.916095288,0.000203844,0.000487443
ATAT1,-4.861108936,-4.265530486,0.00020408,0.000487913
TDRD3,-0.651201259,1.089543927,0.000204265,0.000488324
LOC105379603,-4.522103456,-4.406288469,0.000204686,0.000489204
MERTK,-1.531660892,-0.962609878,0.000204794,0.000489347
SFN,-2.060080523,-2.813570106,0.000204811,0.000489347
PDCD1LG2,-1.526964483,-1.585107618,0.000204873,0.000489463
IGHV3-64D,-4.935993542,-4.23252732,0.000205329,0.000490491
GPSM2,-0.678297838,-0.38286073,0.000206091,0.000492071
LOC101929007,-1.365303788,1.471898561,0.000208223,0.000496894
CYP1B1-AS1,-2.094312349,-2.853122522,0.000208476,0.000497465
RCSD1,-0.700629743,5.146940419,0.000210019,0.000500954
LOC105371529,-1.626378003,-1.758213292,0.000210202,0.000501327
NUP58,-0.612818968,2.105468602,0.000211955,0.000505215
TRBJ2-3,-2.02922059,-3.193047104,0.000213819,0.000509365
PTGDR2,-1.701055748,1.149875842,0.000214954,0.000511938
ZNF652-AS1,-1.068459049,-1.673059991,0.000214974,0.000511954
FMR1,-0.586629671,2.153697588,0.000215551,0.000513197
RAB11FIP5,-1.046068953,1.753135212,0.000216628,0.000515529
FUS,-0.565164411,5.369287836,0.000218123,0.000518934
RASGRP3,-0.726870313,1.219386813,0.000218128,0.000518934
ZKSCAN7,-4.426022759,-4.440347649,0.000219662,0.000522173
RNF146,-0.636306594,2.04531916,0.000219772,0.000522344
IGLV3-21,-2.753179564,2.133932278,0.000220728,0.00052455
SLC25A42,-0.657008255,2.360879927,0.000224879,0.000533562
GLS,-0.559263351,3.122930291,0.000225257,0.000534425
ADCY3,-0.87625884,1.694398736,0.000225307,0.000534511
ARHGEF5,-2.078428717,-3.479362472,0.000225341,0.000534523
SRBD1,-0.732938698,1.778785646,0.000225616,0.000535039
POLM,-0.610268907,3.082165287,0.00022702,0.000538196
CACNA2D3,-1.482767276,-1.158795037,0.000228434,0.000541309
CCHCR1,-1.727089588,-1.38930125,0.000229237,0.000543039
MUSTN1,-1.299429367,-2.42860323,0.000229412,0.000543419
PCOLCE2,-2.317855302,-3.108342435,0.000230318,0.000545494
MIR3124,-2.847504497,-3.951581354,0.000230594,0.000546113
WNT11,-1.969681699,-2.834472619,0.000231045,0.000547077
LRRC37A4P,-2.24009827,-3.681129102,0.000231767,0.000548718
CYB5R4,-0.568110912,3.34894569,0.00023229,0.000549885
PABPN1L,-2.108950199,-3.308779082,0.00023234,0.000549968
MRPL42P5,-2.251395854,-3.417201409,0.000233692,0.000553028
TMCO6,-0.653183762,1.919383339,0.000234363,0.000554476
GMPPA,-0.57582463,2.895478768,0.000235004,0.00055585
NT5DC4,-1.322226386,-1.590712593,0.000235101,0.000556012
DDT,-2.651821354,-4.429979611,0.000236659,0.000559444
RHOBTB3,-1.492173732,-1.182630091,0.000237062,0.000560328
PTGS2,-1.820602976,-0.267805288,0.000238927,0.000564519
STARD5,-1.020646928,-0.746680509,0.000239534,0.000565846
AMDHD2,-0.701226662,2.452309869,0.000239708,0.000566221
H2AC6,-1.233749917,3.12101409,0.000240292,0.000567494
SLC35A4,-0.546348396,4.332679249,0.000240624,0.000568242
C1orf21,-1.536239609,0.54829034,0.000240999,0.000569055
ANKRD61,-1.435146452,-2.795527433,0.000242066,0.00057143
ADM2,-2.050580076,-2.602382374,0.000243214,0.000574029
DNAJC6,-1.515933002,-1.0731683,0.000243247,0.000574071
SLC50A1,-0.569555323,2.686524107,0.000246807,0.00058192
PAK1IP1,-2.31393207,-3.43439261,0.000250383,0.000589867
SLC1A4,-0.941141323,1.644464384,0.000250698,0.000590534
LOC105377771,-1.362332025,-1.11334687,0.000251443,0.000592138
LOC105376314,-1.84362563,-1.687945093,0.000251672,0.000592566
BICDL1,-0.574872573,2.077144912,0.000252079,0.000593485
FBXW8,-0.619671706,1.475758324,0.000252413,0.000594161
ATF6B,-1.773181045,0.091923838,0.000254977,0.000599892
FAM86DP,-2.988196954,-4.285496791,0.000255984,0.000602146
HYLS1,-1.098900832,0.014738123,0.000256197,0.000602571
DHX40,-0.581201066,1.863071502,0.000256454,0.000603101
ZNF446,-0.637817441,1.248407604,0.000257764,0.00060599
RNF157,-0.752533345,2.547907317,0.000258737,0.000608161
GCNT2,-3.137636732,-3.971624958,0.000259317,0.000609295
HSPB6,-2.089690345,-3.846977949,0.000260028,0.00061081
LOC105379413,-4.059456083,-4.587224117,0.000260774,0.00061237
EXO5-DT,-1.627632205,-2.43797122,0.000260839,0.000612453
TRIQK,-1.281478125,-0.485844197,0.000261447,0.000613756
UCK2,-0.886151993,0.869022014,0.000262833,0.000616699
NPIPA1,-2.337454237,-3.811476305,0.000263417,0.000617992
PILRB,-1.605298068,-2.572492584,0.000266596,0.000625018
TBXA2R,-1.334249539,-0.075968632,0.000267547,0.00062705
MMACHC,-0.684390164,-0.127918732,0.00026844,0.000628865
CD46,-0.660062788,4.279826269,0.000268622,0.000629212
PNMA8B,-1.607746185,-1.475034439,0.000270034,0.00063232
TSPOAP1,-0.864468382,2.752335026,0.00027054,0.000633426
FMNL1-DT,-1.709730864,-2.313932834,0.000270924,0.000634245
ADARB1,-0.568083429,2.338993525,0.000271173,0.000634758
PPL,-1.032555331,0.157185188,0.000271177,0.000634758
KPNA1,-0.478349172,3.546662731,0.000271811,0.000636162
MAD2L2,-0.683921261,2.658848225,0.000272142,0.000636817
FNTA,-0.556710611,2.543628735,0.000272434,0.00063742
CCDC154,-1.101837704,-0.657228536,0.00027417,0.00064132
AP1S2,-0.680678908,2.588188199,0.000277135,0.00064789
UTP11,-0.672037567,1.471432328,0.000277636,0.000648978
LINC01232,-1.007586831,-1.190521535,0.000278511,0.000650902
LOC105370492,-3.73871254,-4.271708749,0.00027871,0.000651327
FAM27B,-2.134075076,-3.08122942,0.000279703,0.000653442
GASAL1,-1.169031572,-1.332421463,0.000280442,0.000655085
RABL2B,-0.613266736,2.048451967,0.000280594,0.000655399
GJA4,-2.478364289,-3.725844821,0.000281685,0.000657782
CELA2B,-1.850565218,-3.450423629,0.000281716,0.000657782
DNAAF11,-1.470658612,-0.998043324,0.00028177,0.000657858
CD2BP2-DT,-1.531455764,-1.565936589,0.000281877,0.000658026
LOC112268336,-4.335449631,-4.494680776,0.000282409,0.000659101
INO80B,-2.460216114,-3.761388558,0.000282499,0.000659271
FOXM1,-1.187718769,0.880547361,0.000286004,0.000666907
SLC13A4,-1.029106515,-1.290559471,0.000292567,0.000681399
LRP5,-1.280513382,-0.953411486,0.000294216,0.000685027
LOC105378948,-1.344270791,-2.175311131,0.000295541,0.000687853
SERPINB2,-1.761186399,-1.769144007,0.000296302,0.000689365
NME2,-2.047421131,-2.797633245,0.000297516,0.00069193
LBX2,-2.064503321,-2.994350445,0.000297573,0.000692021
NPDC1,-1.099386093,2.440285333,0.000297749,0.000692257
SLC25A19,-0.693830965,0.708330123,0.000298579,0.000694056
CA11,-0.948185535,0.268417629,0.000302926,0.000703416
ACP2,-0.751190189,2.096150783,0.000303966,0.000705697
FAM114A1,-1.126407406,-1.419008597,0.000304784,0.000707245
PPP4R2,-0.84001078,1.456433488,0.000306176,0.000710164
FXYD1,-1.278307074,-2.096969152,0.000308061,0.000714181
IGKJ2,-2.437484611,-3.895978152,0.000310577,0.000719733
LOC105369344,-1.226864158,-1.315660115,0.000313865,0.000726822
CWF19L1,-0.555263162,3.136027605,0.000317566,0.000735026
MMP11,-4.200639416,-4.528430208,0.000319266,0.000738778
C21orf58,-0.872981446,0.88630802,0.000319566,0.000739426
LINC01093,-2.554263895,-3.00807186,0.000320552,0.000741313
BMERB1,-3.786623936,-4.223589206,0.000320561,0.000741313
SOCS7,-1.561941418,-2.272506694,0.000321756,0.000743984
RITA1,-0.800651461,1.84643258,0.000321921,0.000744274
CLCN5,-0.991792586,-0.105253493,0.000323401,0.000747143
NID1,-1.503494376,0.074171173,0.000323803,0.000748022
LOC105371223,-2.638279702,-4.057656526,0.000324089,0.000748542
HLA-DRB4,-2.691312963,-0.057645098,0.000324261,0.000748894
RFX5,-0.546439062,3.52038142,0.000326799,0.000754006
DDO,-1.998527333,-2.467420184,0.000328292,0.00075731
TNXA,-3.184525286,-4.229236278,0.000328749,0.000758319
SEL1L,-0.56542223,2.93562342,0.000328958,0.000758752
SLC38A7,-0.541419883,1.738513357,0.000331454,0.000764038
LOC112267973,-3.652867159,-4.729096927,0.000332664,0.000766637
UBA7,-0.55891901,5.20612531,0.000335423,0.000772661
DCTN5,-0.443874157,3.289177706,0.000339623,0.00078156
NAA80,-0.592582479,1.325000405,0.0003413,0.000784936
TRG-TCC2-6,-2.791580032,-3.537823759,0.000341692,0.000785789
SDF2L1,-0.836638028,2.393796183,0.000341845,0.000786044
RHOXF1P1,-2.821943921,-3.707529577,0.00034221,0.000786784
LOC105378298,-1.774301937,-3.05859042,0.000342904,0.000788089
LOC107985553,-2.583751117,-3.347736982,0.00034394,0.000790372
NKAPL,-2.14385656,-3.189736706,0.00034459,0.000791769
LOC112268182,-1.199123655,-2.112568012,0.000345131,0.000792914
ARG1,-1.277962117,1.161366307,0.000345831,0.000794423
COX6A1,-0.647685792,4.070631551,0.000346408,0.000795602
LOC105377499,-1.249874605,-0.604339139,0.000348004,0.000798971
ACSL3,-0.87887747,1.929766915,0.000349253,0.00080169
LOC100130027,-1.563906417,-2.217775946,0.000349369,0.000801909
NRM,-2.212372691,-3.707549487,0.000350034,0.000803285
GNG12-AS1,-2.320076023,-3.270096415,0.000350574,0.000804425
IGKV1-37,-3.471285868,-4.36771948,0.000350868,0.00080505
OR10V2P,-2.034591377,-3.168105814,0.000351123,0.000805537
VSIG8,-1.865087593,-2.747575566,0.000351629,0.000806548
HOOK3,-0.508525655,2.105000201,0.000352188,0.000807731
RPL41,-0.91137012,4.866424032,0.000354803,0.000813128
SLC6A16,-0.675777673,0.597444155,0.000356393,0.00081662
ZBTB6,-1.017895676,-0.245491148,0.000356634,0.000817071
LOC107985409,-1.610399194,-2.296714936,0.00035746,0.000818813
TMEM186,-0.661399244,0.677871418,0.000358143,0.000820227
ALAD,-0.64127808,3.065779639,0.000358358,0.000820668
MIR22HG,-3.249582716,-4.465213089,0.000359368,0.000822779
SNORA15B-2,-4.64663188,-4.397682989,0.000359421,0.000822851
RRP9,-0.59227619,1.79096002,0.000359573,0.000823097
PSMD4,-0.61885227,4.913087127,0.000360694,0.000825461
LOC107985926,-1.727661078,-2.262111628,0.000361475,0.000827043
ATOH8,-1.52378823,-1.280004594,0.000363197,0.000830679
LOC105374328,-1.7001646,-3.261295108,0.000364316,0.000832956
TP53RK,-0.899056234,1.427071083,0.000364327,0.000832956
CCDC78,-1.052445992,-0.323664937,0.000366831,0.000838164
SLC35B2,-0.6911097,2.479884767,0.000366983,0.000838461
SRGAP2C,-0.90025767,0.425257904,0.00036795,0.000840464
ATP1A1,-0.426009623,4.54884164,0.000370538,0.000845858
RHOA,-0.448015112,6.876519909,0.000371605,0.000848085
TRAF3IP1,-0.866873973,-0.507480906,0.000372083,0.000849019
ICAM1,-1.428267452,3.274373433,0.000375098,0.000855218
LOC107987433,-4.077415782,-4.585400554,0.000375569,0.00085624
DLEU2,-0.653929336,0.275082925,0.000375896,0.00085688
LOC107986646,-2.405440522,-3.478001409,0.000380747,0.000867301
TMEM65,-0.668358428,1.117976469,0.000381039,0.000867912
WDR83,-0.716529678,-0.109565678,0.000382369,0.000870675
TRBV10-3,-1.39355273,-0.262943277,0.000383958,0.000873973
SLFN14,-1.335202353,-0.141952514,0.000386152,0.000878592
STX1B,-1.058025431,-1.603247521,0.000386835,0.000880039
TOMM22,-0.522754667,2.295751227,0.000390746,0.000888393
UTP6,-0.563075021,2.67650792,0.00039124,0.000889408
FUT11,-0.67214317,1.503041274,0.000393869,0.000895001
LOC105371028,-1.632368563,-1.664031636,0.000393894,0.000895004
DONSON,-0.749070674,-0.083776042,0.000394696,0.000896663
CAPN12,-3.443797285,-4.374035742,0.000395088,0.000897497
SNX7,-1.688324649,-2.57928359,0.000395577,0.000898553
NRL,-3.849883758,-4.662976902,0.000396681,0.000900842
CDC37,-0.488498998,5.523911683,0.000399472,0.000906792
CLIC4,-1.313618128,0.894566649,0.000400109,0.000908017
TAF13,-0.766952441,-0.995093993,0.000400617,0.000909005
