,logFC,logCPM,PValue,FDR
NATD1,0.925447686,6.592609535,0.002629833,0.008676999
ARHGAP1,0.580460985,5.759440777,0.002656489,0.008753802
DUSP13,1.694369685,1.001730216,0.002667625,0.008779484
PRMT5-DT,1.788346267,-1.05576113,0.002669956,0.008783285
LOC105374947,1.462422748,-0.633728961,0.002678644,0.008804415
UBE3C,0.510916423,3.778828628,0.002685562,0.008823421
BRD1,0.6963818,4.035592635,0.002691764,0.008840064
FASTKD5,0.606830825,2.549843538,0.002704093,0.008872318
C11orf54,0.625972843,2.752513828,0.002719485,0.008908519
LOC102723739,4.312750049,-2.449951369,0.002734512,0.008952086
JOSD1,0.555997033,4.219495276,0.002741765,0.008970165
CPEB1-AS1,3.098714503,-2.171006969,0.002747456,0.008986892
TRAK1,0.604513228,4.217390973,0.002768503,0.009050025
LOC107984561,1.483632002,-0.343501021,0.00277227,0.009060433
PRRC2A,0.925129776,2.314677988,0.002799813,0.009142761
NCF2,0.734133804,9.014606074,0.002805038,0.009155978
SWAP70,0.760426067,3.496218095,0.00280592,0.009156936
NHLRC3,0.771543388,2.130210951,0.002815868,0.00918307
RILPL2,0.670267908,5.481038162,0.00282224,0.009194755
MARK2,0.620641948,6.609458013,0.00282987,0.009210367
AGGF1,0.696940098,3.074509676,0.002831795,0.009214298
ATP2C1,0.597247165,3.165936434,0.002835419,0.009222494
ADCY7,0.59487207,5.324009089,0.0028355,0.009222494
NFE2L1,0.500507541,5.214365483,0.002842465,0.00923935
MR1,0.58681588,4.833333806,0.002846326,0.009248031
SLX4IP,0.861864153,1.629352478,0.002848115,0.009251911
IL10,2.225511894,-0.905081677,0.002859471,0.009284919
TRIM23,1.167408279,1.242138096,0.002862964,0.009290439
ABHD13,0.81466308,2.394014213,0.002909551,0.009427843
VPS13C,0.762378221,4.020252314,0.002912891,0.009436699
OVCH1,3.637559023,-1.08973663,0.002924953,0.009473802
PARP8,0.520076745,5.516688653,0.00292859,0.00948163
SLC35E3,0.753263492,3.32844002,0.00293073,0.009486582
MBP,0.60897782,6.566891361,0.002951461,0.009547723
EIF4G2,0.631916602,7.208433255,0.002954847,0.009556691
C2CD5,0.73732602,3.134475273,0.002956605,0.009560388
MCU,0.60654409,2.996016591,0.002965018,0.009581613
LINC01303,1.736462183,-0.172268392,0.00297434,0.009609738
OMG,1.403312801,0.438214727,0.002979462,0.009622289
LOC107987251,1.334705523,0.397179102,0.002981429,0.009626641
SELPLG,0.673802742,9.089878951,0.002985686,0.009638385
ZNF587,0.529826221,3.820885018,0.002992171,0.009655733
AMMECR1L,0.552333176,2.912639684,0.003002793,0.009685565
RAP1A,0.548233851,4.872503089,0.0030072,0.009696549
CYBRD1,0.971584856,3.298447367,0.003007446,0.009696549
CHD4,0.597652983,6.066949494,0.003052865,0.009828721
TMED7,0.747983868,1.991452664,0.003056367,0.009835921
LOC105378120,0.813963299,2.883469404,0.003058204,0.009837761
INSC,1.979294162,0.076584047,0.00307041,0.009868857
PLPP3,2.171707697,-1.054144644,0.003085122,0.00990795
LYPD8,2.244158977,-1.370981009,0.003094802,0.009932885
ST14,1.0540567,3.930653655,0.003109047,0.009970369
BTBD8,1.33301885,0.219537186,0.00311694,0.009989499
LOC105370203,1.651149496,-1.442741956,0.003117763,0.00999008
HBEGF,1.456284536,-0.514189688,0.003120148,0.00999566
LOC105376830,1.810775656,-1.589770571,0.003128008,0.010018282
SLC30A1,1.120145415,2.482573745,0.003129038,0.010018282
LOC105372656,2.816623199,-2.230623178,0.003140954,0.01004989
KIAA0586,0.73739751,2.351015335,0.003160871,0.010109454
UIMC1,0.587718328,4.429761946,0.003166034,0.010121802
LOC107985550,2.102949986,-1.398378893,0.003172471,0.010138214
ING3,0.690533512,1.783457093,0.003207259,0.01023886
LOC101928572,1.229621002,1.915176807,0.003223063,0.010285091
LOC105371894,1.613394867,-0.369643503,0.003237778,0.010329847
SCN5A,3.491869769,-1.399822666,0.003247238,0.010354379
LOC105374800,2.627905801,-1.42210648,0.00325053,0.010359983
STX11,0.887831024,6.209782406,0.003252605,0.010362346
GXYLT1,0.6872269,1.798410958,0.003254798,0.010367209
PAPOLA,0.543343978,5.63129596,0.003263374,0.010392395
LINC01531,1.660586423,1.447160243,0.003268913,0.010407903
SMC1A,0.602348997,4.908048184,0.003280514,0.010438427
PTAFR,0.791608799,7.340972155,0.003296714,0.010483537
KCTD5,0.606493884,3.642616116,0.003298092,0.010485774
PLEK,0.598634391,7.339907984,0.003308208,0.010511488
ZNF700,0.695927907,2.892989517,0.003309952,0.01051488
LNPEP,0.625175709,4.489591095,0.003336101,0.010587133
MCM9,0.718421672,2.205422494,0.00336557,0.010676295
SETDB1,0.49176932,4.47511047,0.003388238,0.010741626
ATP11A-AS1,2.642889915,-1.263796358,0.003393997,0.010755498
TAF13,0.824831905,0.391178641,0.003394735,0.010755644
HLX,0.873625966,4.735935822,0.003415017,0.010812286
COG3,0.630526904,2.530558554,0.003417398,0.010816425
RCHY1,0.77274225,2.001444612,0.003418733,0.01081845
SLTM,0.578287546,5.293369968,0.003430014,0.010845317
VAV1,0.620226554,6.810280227,0.003432409,0.010847668
SOCS5,1.080786269,0.803762567,0.003432851,0.010847668
ASAP1-IT1,3.001207191,-2.860768899,0.003475457,0.010964473
LOC105375457,2.074910075,-1.069802236,0.003483471,0.010983071
VPS37B,0.544628202,5.397936874,0.00348764,0.010993985
TM2D1,0.725211892,1.861937995,0.00349256,0.011005583
KDM5A,0.506054896,5.119484684,0.003499206,0.011023741
LOC107987171,2.576840031,-1.239811757,0.003527111,0.011102652
LINC01000,0.569522416,5.64472919,0.003544756,0.011151422
ICE1,0.630850194,3.127990414,0.003565061,0.011210763
IDH1,0.64727667,3.679568396,0.003567027,0.011214676
STK26,0.782796219,2.694107367,0.003572589,0.01122762
HNRNPK,0.532106523,7.428052006,0.003583788,0.011260539
ADPGK,0.498330522,5.319423444,0.003603056,0.011304862
TMBIM1,0.514282361,6.334911776,0.003615542,0.011339689
WASF2,0.715293603,7.502678226,0.003625293,0.011365507
H2AC13,1.718085256,-0.743222451,0.003636108,0.011394994
ARMCX3,0.677234532,2.87611133,0.003639775,0.011404188
ABCA5,0.841548535,1.807255646,0.003683028,0.011525772
RB1CC1,0.87065512,4.077355003,0.003689524,0.011543779
LOC107984895,1.357156539,-0.461915255,0.003715273,0.011612656
BRD4,0.577976466,6.349518318,0.003721231,0.01162653
WASHC2C,0.474392842,4.797170896,0.003722703,0.01162653
THEMIS2,0.666703614,7.758606946,0.00372834,0.011639459
CEP120,0.707315669,2.264025823,0.003734337,0.011651162
CEP68,0.693222953,2.806357263,0.003738235,0.011658282
COPB1,0.572095293,5.07882606,0.003738869,0.011658282
SUPT6H,0.537713844,6.115161323,0.003747939,0.011683091
MAFB,0.855647351,4.876506045,0.00375166,0.011691131
LOC105378443,0.991552468,1.324788905,0.003803358,0.011826724
SIGLEC10,1.311517864,6.3355959,0.00380705,0.011835273
VSIR,0.783992394,9.607861912,0.003820091,0.011868697
MBNL1,0.62971838,5.531978381,0.003839735,0.01191782
FMR1,0.686437168,3.458107169,0.003850146,0.011947749
VAMP3,0.574701943,5.056075441,0.003868354,0.011992283
ANKS1B,1.6286904,-1.077884703,0.003885181,0.012032452
CT75,3.600679429,-2.395075132,0.003886684,0.012034711
TTN-AS1,1.495943588,-0.458153459,0.003897804,0.012066739
SAP30,0.969076058,2.222294591,0.003905764,0.012086568
LOC105374209,2.467774474,-1.995299551,0.003907396,0.012089211
PLSCR1,1.025563685,5.833869775,0.003939957,0.012182681
MSH3,0.753347511,1.966526015,0.003949508,0.012207355
MFSD11,0.606179045,2.611466151,0.003951249,0.012210311
HMGB2,1.091140432,5.469802629,0.003962757,0.012240561
MYBPC3,0.939897222,3.5026596,0.003974596,0.012267828
FKBP1A,0.651256927,6.450544732,0.003977259,0.01227361
AMPH,1.942654688,0.621937506,0.004015534,0.012381895
IWS1,0.495849845,4.061006374,0.004035522,0.012433663
PRAM1,0.765683093,6.337561702,0.004049589,0.012470036
PRR7-AS1,0.733927835,1.580613572,0.004074019,0.01253817
ANXA9,0.704439371,3.685213846,0.004077637,0.012546016
ESR1,1.405104883,-0.012393169,0.004089192,0.012577046
HIF1AN,0.452727582,5.14704653,0.00408934,0.012577046
MXD3,0.696287177,4.422011023,0.004103484,0.012615555
CCSAP,0.831316474,2.119267966,0.004110893,0.012635121
PTK2B,0.563218194,7.622426243,0.004130994,0.012688538
ZNF443,1.661794289,-0.09606316,0.004138965,0.012702621
ATF2,0.735391401,2.610142605,0.004139974,0.012702621
ZNF655,0.507356817,3.485630782,0.004156442,0.012740577
G6PD,0.793769148,7.069274492,0.004170734,0.012776827
MAPK3,0.669086988,6.080061941,0.004181463,0.012807171
GATAD2A,0.516533888,6.176051611,0.004203473,0.012866981
AGO1,0.607823286,4.248053819,0.004207209,0.012873348
C1orf226,2.006851993,0.317008297,0.004213088,0.012888798
KIAA0930,0.636576766,6.877189031,0.004228536,0.012929366
LOC105370492,2.682826474,-1.963731321,0.00424753,0.012973741
TRG-TCC2-6,2.426137853,-0.969178384,0.004265047,0.01302213
PIK3R1,0.57481409,4.337512739,0.00427777,0.013048163
PWWP2A,0.555448885,2.90954699,0.004304038,0.013106623
FAM168B,0.524946761,4.342567464,0.004304523,0.013106623
OR9A4,4.520963528,-3.114073311,0.004313507,0.013126266
S100A12,1.659962494,7.744921451,0.004326254,0.013159906
EEF1DP3,2.26493413,-2.185113282,0.004329638,0.013165047
LOC107985221,1.478803217,0.623540217,0.00434256,0.013199176
DLGAP4,0.501120465,4.815862251,0.004345824,0.013206514
LOC107984656,2.0628954,-0.511721009,0.004350135,0.013217031
LOC107984334,0.956559895,0.73689121,0.004356506,0.013233801
RO60,0.567152851,3.10905472,0.004368243,0.013263522
UBQLN1,0.592320857,4.860066098,0.004369566,0.013263522
LOC101927966,2.935708876,-2.035327648,0.00437819,0.013286313
DENND10P1,0.906942322,0.445947598,0.004381013,0.01328652
RGMA,2.126676221,-0.431346399,0.004397689,0.013326026
RGS19,0.536337699,6.856338372,0.004397891,0.013326026
GDI1,0.516168822,6.509906421,0.004405285,0.013342873
KLHDC10,0.504528823,3.049003713,0.004409556,0.013350608
GNL3L,0.543748975,4.466855168,0.004443545,0.01343078
LINC01347,1.785566495,-1.090600761,0.00445502,0.013456808
ASAP1-IT2,1.545469041,0.346441611,0.004488934,0.013540834
NUTM2B-AS1,0.696039871,1.963641451,0.004490619,0.013543288
LOC105378978,1.74123259,-0.373297035,0.004499661,0.013567927
GJB6,1.935431858,-0.58797799,0.004584398,0.013793647
MARF1,1.039538103,0.579368984,0.004646177,0.013955868
KLF3,0.651503473,5.085763415,0.004664537,0.013999915
CHORDC1P4,1.288690702,-0.619342963,0.004671088,0.014014166
SERAC1,0.924490517,0.632773615,0.004674377,0.014018623
SRRM2,0.539951327,8.393100334,0.004679876,0.014032406
UNC13D,0.550072816,7.190930601,0.004739069,0.014190736
LOC105372578,1.860080784,3.046078511,0.004740748,0.014193032
TMEM255B,1.085538112,0.315752019,0.004747335,0.014210016
DAPK1,0.87227861,3.502647665,0.004758826,0.014237365
BAIAP2L1,1.638471942,-0.029342408,0.004764283,0.014249771
AP5B1,0.718639625,7.528838534,0.004800693,0.014350388
FBXW7,0.544805356,3.038291456,0.00481558,0.014389355
RAF1,0.573980951,6.408134871,0.004817919,0.014390814
FAM131A,0.587888637,2.743020857,0.004828979,0.01441831
SDCBP2-AS1,0.824569355,1.358867472,0.00483381,0.014424424
DUSP3,0.643118869,4.588117034,0.004866832,0.014514606
GNB2,0.645624503,7.907505447,0.004923835,0.014678977
UPF1,0.610343287,6.386932534,0.004960595,0.014768742
UBTD1,0.741014494,3.608029146,0.004966372,0.014783109
KRIT1,0.627146398,2.601860915,0.004986886,0.01483775
ZNF611,0.75042588,1.653058852,0.005002396,0.014870411
CNGB1,1.772085954,-0.248634762,0.005006865,0.014880849
SIGLEC7,0.911925471,3.486484804,0.005020359,0.014915253
TES,0.50678916,5.009082195,0.005025558,0.014927845
FBRS,0.544244764,6.61426722,0.005031825,0.014938261
RSBN1L,0.591469159,3.615917694,0.005031947,0.014938261
ABCC2,1.106317114,0.932959922,0.005033092,0.014938808
VIRMA,0.484146676,3.726477004,0.005034866,0.014941223
TXNDC2,2.536395872,-2.333608741,0.005047083,0.01497176
DCAF4L1,1.349587267,-0.606812636,0.005063685,0.015012417
FGD5-AS1,0.527278966,4.304402534,0.005078738,0.015051304
SLC9A4,3.34218765,-2.788540542,0.005083648,0.015062984
LOC107986707,2.657121454,-1.750635369,0.005093203,0.015088419
TRL-CAG1-6,2.237711606,-1.930427515,0.005111572,0.015139953
LOC107987285,2.629555311,0.208635277,0.005118454,0.015153485
CPNE8,1.242012593,0.948462846,0.005119065,0.015153485
SEMA3C,1.370198979,-0.092116881,0.005131707,0.015182236
ALDOA,0.81578639,4.618576651,0.005175848,0.015301181
ST20,0.889359137,0.945340591,0.005198137,0.015364153
LINC00641,0.693826648,1.940957598,0.005206168,0.015384965
UBE2FP1,1.258278011,-0.896954311,0.005224186,0.015429411
CD24,1.417625984,3.801642784,0.00525294,0.015508441
LOC105377319,2.442047422,-2.371367708,0.005260598,0.015528104
PHIP,0.750854992,4.283095533,0.005312111,0.015668259
LOC105373716,1.610320936,-0.746073711,0.005321986,0.015688457
USP48,0.485183455,4.41813405,0.005354871,0.015776423
LOC105373759,1.784753708,-1.469585973,0.005363605,0.015796168
GINM1,0.606752025,2.795238868,0.005374394,0.015821947
MIDEAS,0.75124059,4.39782182,0.005382849,0.015840838
LOC107987080,1.811057703,-1.505398784,0.005390281,0.015855919
ZNF207,0.435302357,5.643135,0.005391578,0.015855919
LOC107985238,1.53297118,0.468270454,0.005392053,0.015855919
PGLYRP1,1.320077818,5.785221249,0.005393737,0.015857873
INTS2,1.088924632,1.115905706,0.005397206,0.015862071
PTPN2,0.565168043,3.653483691,0.005401796,0.015869562
RALGPS1,0.668131926,1.92888035,0.00546027,0.016026207
LOC105374938,1.876502305,-1.710827257,0.005494466,0.016114405
MMP14,1.185168926,0.896923057,0.005540421,0.016235931
ARHGAP27,0.746063923,3.393127372,0.005541187,0.016235931
SH3BGRL,0.595785309,5.704688277,0.005542168,0.016235931
XRN1,0.782561385,4.63144634,0.005545736,0.016240263
CYRIA,0.619552231,4.725664543,0.005559738,0.016272071
ASGR2,0.895984569,3.873981044,0.005566743,0.016286585
RBM23,0.53156305,5.879509688,0.005575557,0.016306091
CXCR2,0.922164637,9.147256261,0.005580766,0.016318256
LOC105373143,3.26274804,-2.782153051,0.005585856,0.016330068
ATF1,0.690457766,1.81253164,0.005601573,0.01636986
S100A9,1.060508602,12.15188834,0.005608135,0.016385956
YPEL2,0.695051141,3.162417663,0.005617999,0.01640861
ARL6IP6,0.657757188,2.159936002,0.005655488,0.016499508
CPQ,0.753893171,4.906248781,0.005666631,0.016528915
LOC105371026,1.021728252,1.045901198,0.00567694,0.016555878
USP8,0.475670038,4.638080814,0.00568121,0.016565223
LOC105378415,1.219780339,4.817282264,0.005704811,0.01663092
ARHGEF2,0.523486709,7.07887656,0.005708307,0.016637993
MAP2K4,0.592722271,3.678551593,0.005720249,0.016666549
SLC35E2B,0.502651934,4.878863289,0.005729282,0.016686614
SEPHS2,0.502039097,4.808211852,0.005748381,0.016739105
G3BP2,0.49938077,4.433320341,0.005768124,0.016790305
ACIN1,0.419263254,6.783480039,0.005790613,0.016843156
TESMIN,0.844245848,0.947765488,0.005794248,0.01684956
FBXO38-DT,3.017793007,-2.476344955,0.005802537,0.016868371
TCHP,0.53350837,3.588804587,0.005807182,0.016878716
CLMN,0.738085104,4.225393567,0.005813307,0.016890206
LINC01126,1.771947628,-0.626524341,0.005883759,0.017072564
ZNF800,0.527311041,3.301827566,0.005923954,0.017176373
TIMP4,2.977139571,-2.634448837,0.005971647,0.017299018
SLC33A1,0.678992799,2.020478528,0.005985838,0.017329948
DAPK2,0.781087932,4.788312672,0.005993512,0.017345705
LOC105374466,4.013615607,-2.877928733,0.006020911,0.017418515
RALGPS2,0.778913943,2.680787842,0.006034309,0.017454028
ZNF839,0.513781197,3.637539742,0.006074296,0.017553675
SYCP3,1.817542437,-1.1443753,0.00607557,0.017553675
MIR5047,0.633526066,4.036953621,0.006120438,0.017666998
GNG12-AS1,1.879086842,-1.131052801,0.006127662,0.017684567
VPS9D1-AS1,0.862094196,1.783464121,0.006128926,0.017684932
ATP1A4,3.0035296,-1.652560766,0.006144458,0.017726458
SOD2,0.819313761,8.82162672,0.006155812,0.01775592
ZNF429,0.92020549,3.310178576,0.006158339,0.017759915
SPP1,2.392749802,-0.170552879,0.006176637,0.017802776
DDX46,0.493218889,4.426877027,0.006205402,0.017875744
TOX4,0.484523672,5.146023796,0.00620833,0.017880324
LOC105373780,1.061321299,0.538798499,0.006211791,0.017880896
LOC105372421,1.798749531,-1.039901747,0.006213399,0.017882212
LONRF3,0.870673427,2.212110365,0.006248834,0.017977539
GPR137B,0.921911363,2.488944587,0.006307157,0.018128558
INCENP,0.642075545,2.198611592,0.006319878,0.018148346
LOC105373836,1.05400147,0.926657113,0.006334719,0.018184246
C7orf25,0.831940096,2.109064776,0.006362249,0.018239699
GTF2H2B,2.256421253,-0.739670896,0.006386033,0.018300487
NFE2L3,0.633143053,1.499299659,0.006386984,0.018300487
ARRB2,0.599847101,8.845775614,0.006409238,0.018360866
LOC105376333,1.366315391,2.320119063,0.006450609,0.018469174
SLC12A5-AS1,2.525371096,-0.818510356,0.006459974,0.018489178
EVI2B,0.627505951,8.729385759,0.006475462,0.018523277
SRGN,0.779679066,8.374197866,0.006489343,0.018559569
ZNF267,0.809346323,3.080600847,0.00649297,0.018566527
ZNF160,0.616977254,3.22103452,0.006495464,0.018567895
LOC105375363,1.53794312,-0.52040507,0.006497605,0.018567895
PLEKHG6,1.265424153,0.669189445,0.00651109,0.018590985
TAF4,1.081822626,1.082931613,0.006563391,0.018726562
MBD2,0.489455681,5.339897513,0.006621809,0.018872057
FAM193A,0.485542279,4.295198968,0.006645643,0.018919578
MINDY1,0.677367437,5.932824777,0.006710892,0.019077388
LOC105376363,2.696309578,-2.992325626,0.006716675,0.019086848
FAM13B,0.612373121,3.256704163,0.006723784,0.019100066
SIRT1,0.646512037,2.236505326,0.006725016,0.019100078
DCP1A,0.439632134,3.496593048,0.006733348,0.019113267
GSAP,0.629988609,3.228423652,0.006736822,0.019119638
EDRF1,0.58410077,2.303195717,0.006763084,0.019173171
LOC101928988,1.711734862,-0.750577954,0.006810626,0.019293878
CAMK2G,0.538347322,5.65982582,0.006838595,0.019361543
BEND3P3,1.737432938,-0.48412212,0.006853983,0.019399032
ATP11C,0.815626602,1.848512584,0.006858951,0.019406027
ZNF366,1.280416183,0.986126465,0.006939642,0.019620042
ALOX15B,2.365168079,0.595978076,0.006947216,0.019630747
MAP1LC3B,0.629760255,5.82534256,0.007002585,0.019765647
DDX60L,0.863633895,6.274443097,0.00701675,0.019791456
GLDN,3.069027571,-1.701731408,0.00701682,0.019791456
PLXDC2,0.80410158,5.453069914,0.007024105,0.019808408
GNB1,0.483192578,7.32030791,0.007032297,0.019827914
ANKRD22,1.553137235,3.304287528,0.007046824,0.01986167
OXR1,0.76302606,2.449684403,0.00704951,0.019865639
MAVS,0.442986425,6.101305141,0.00708797,0.019963165
SLC46A3,0.595242011,3.322232148,0.007093518,0.019971555
CNGA4,1.375058354,-0.103316018,0.007099165,0.019983835
GGA3,0.431462653,5.137736048,0.007138228,0.020075621
SH3KBP1,0.550299891,6.343678102,0.007153932,0.020105239
COPG2,0.712657212,2.100102894,0.007160778,0.02012084
MYO1B,2.047002048,-1.48449915,0.007185691,0.020183547
LOC107986457,1.694860821,-0.673623803,0.007206847,0.020224701
TMEM92-AS1,2.095473917,-0.92007258,0.007209637,0.020228881
PLEKHA6,2.012901849,-1.077206565,0.007218553,0.020250242
YLPM1,0.585255467,3.682056437,0.007221043,0.020253574
PLAC8,0.936522999,6.691623447,0.007273923,0.020383503
RGS2,0.923800798,7.310944231,0.007294814,0.020438361
SQOR,0.67645175,6.106859952,0.007298835,0.020445944
PNISR,0.601070792,5.603059174,0.007309537,0.020471244
SDHAF3,1.250806895,1.14362792,0.007311328,0.020471244
EML6,0.926970183,-0.359899167,0.007311817,0.020471244
CENPBD2P,0.512411843,3.458055313,0.00732217,0.020496538
PAPSS2,0.934086048,0.702436119,0.007363159,0.020589466
STX16,0.447299163,5.325310957,0.007381717,0.020622383
LOC101927509,1.598421139,-1.373102741,0.007392623,0.020649141
ATP2C2-AS1,1.775692606,-1.854019983,0.007451886,0.020773618
CTSK,0.768169968,1.42712401,0.007453554,0.020774544
