,logFC,logCPM,PValue,FDR
ADAMTS3,4.856177296,-1.118684051,0.000412771,0.001794559
TCN1,1.869459748,4.00861881,0.000414128,0.00179895
FERMT3,0.800431846,7.811911286,0.000414247,0.001798968
RHOA,0.703193137,8.088066365,0.000417024,0.001810519
LOC112268260,3.049796777,-2.367093437,0.000427003,0.001849711
TPM3,0.6946288,8.069710131,0.000428556,0.001853856
LOC105378460,1.696801253,0.66911668,0.000432886,0.001871036
KPNA1,0.67309957,4.774456498,0.000433081,0.001871346
BRD8,0.586044464,4.231917149,0.000437206,0.001886029
TMEM169,1.36219908,1.064388337,0.000440281,0.001897711
NMNAT1,0.787639276,2.653555274,0.000440608,0.001898596
MDM4,0.675365684,5.404882838,0.000441467,0.001901771
LOC105376512,1.400171347,-0.462525887,0.000442297,0.001903762
LOC101927283,2.453328535,-0.889945886,0.000450784,0.00193654
WBP1L,0.577083255,5.474508334,0.000451308,0.001937721
NFYA,0.758376081,3.554166924,0.000452713,0.001942678
EHD1,0.78556687,7.746743772,0.000452932,0.001943081
JDP2,0.9958367,4.910899031,0.000454483,0.001948663
DDX59,0.729101936,2.887479344,0.000457619,0.001959407
GALNT1,0.800270119,3.853518329,0.000461326,0.001973647
ACTB,0.882857505,11.9719107,0.000463447,0.001981088
ADNP,0.629158658,4.2124263,0.000465033,0.001986772
LOC101927522,1.563200447,2.724445963,0.000471646,0.00201171
CNOT8,0.601176704,4.69069198,0.000474135,0.002021215
VWA5A,1.15231145,2.540065608,0.000476414,0.002030376
BCLAF1,0.713405368,4.778515678,0.000480281,0.002043937
PLP2,1.013170356,7.00696456,0.000486138,0.002066717
STXBP2,0.965095384,7.975158964,0.000487042,0.002069997
RAB43,0.910773978,1.821164295,0.000487377,0.002070854
PTP4A1,0.728749373,3.814217523,0.000487885,0.002071877
FOLR3,2.020573679,6.527927636,0.000488319,0.002073051
GUSBP15,1.811607474,-0.958915679,0.000488428,0.002073051
LOC105375924,1.673312149,-0.169249928,0.000489889,0.00207761
FBXO40,2.15356174,-1.463435115,0.000489903,0.00207761
TK2,0.754014596,4.096245215,0.000491649,0.00208388
CD300LD,1.958604028,0.211195509,0.000494876,0.002095274
PPP4R3B,0.655789414,4.533423997,0.000501357,0.002120401
EPCAM-DT,6.572640459,-3.320813235,0.00050422,0.002130771
ELL,0.800254425,5.537706734,0.000504906,0.002133089
SENP2,0.650761921,3.520857526,0.000508042,0.002144678
SIAE,0.924002822,1.901743544,0.000508062,0.002144678
UBN2,0.764026622,2.813217126,0.00050897,0.002147343
TMPPE,1.509759491,0.783755598,0.000511065,0.002153843
CHFR,0.536681478,5.074673541,0.000511522,0.002155185
LOC105370567,1.047656345,0.97468144,0.000513379,0.002162424
CDKN2B,1.526363467,0.30102161,0.000516865,0.002176517
CSNK1A1,0.578933519,5.188877963,0.000517671,0.002179319
THAP5,0.974502083,1.94824587,0.000518148,0.002180738
VDR,0.818056497,3.770201941,0.000518927,0.002183426
LOC107987433,2.898458512,-2.575433213,0.000521826,0.002195031
MS4A4A,1.495241382,2.610594335,0.000527374,0.002215971
NR2E1,3.696198393,-1.491546039,0.000528817,0.002221431
GYS1,0.771235873,4.654244553,0.000535479,0.002245172
ARHGAP29,2.96470422,-1.87741552,0.000537218,0.002251855
BCL10,0.665522742,3.049183862,0.000541415,0.002267612
RGP1,0.604973441,3.902121464,0.000544385,0.002276985
LHX4,1.208350646,0.576193845,0.000544722,0.002277782
JAK1,0.764271104,6.678339618,0.000547394,0.002287109
ARHGAP18,0.839583865,2.525440417,0.000547896,0.002288591
TNFRSF10D,1.186163577,2.058724149,0.000548801,0.002291139
ELF1,0.825207955,5.450752677,0.000549231,0.00229232
HCLS1,0.807961482,8.619796133,0.00055034,0.002296334
PITX1-AS1,0.941051241,2.199661953,0.000551359,0.002299349
BPI,1.900812328,4.681238234,0.000554381,0.002310714
TCAF2,1.391440883,-0.411039538,0.000561802,0.002339137
CDK12,0.562090701,4.993144501,0.000568736,0.002364209
LOC101927954,1.26200156,0.931398488,0.000575084,0.002385495
ARAP1,0.785355914,8.010727335,0.000578337,0.002396431
UNKL,0.710965835,3.869899031,0.000581576,0.002406002
SLC15A4,0.834904641,4.996313957,0.00058324,0.002412247
QPCT,1.162257148,5.795138049,0.00058429,0.002414019
TSPAN2,1.102379513,3.396897425,0.000588757,0.002431183
RMI1,1.049203671,1.435226926,0.000589164,0.002432218
DNASE1L1,0.787838285,4.370603017,0.000592463,0.002444539
PRKACA,1.162850009,1.538481489,0.00060391,0.002487147
LOC105374181,1.873253114,-0.665363919,0.000611418,0.002514739
LOC105377814,2.454747695,-0.395701373,0.000619907,0.002547633
DUSP22,0.551545058,4.738384849,0.000622741,0.002558604
TPCN2,0.685870129,3.325843259,0.000630629,0.002584863
SGSH,0.798924866,4.860819835,0.000631493,0.002587725
PRKDC,0.905189679,4.675637674,0.000634846,0.002600779
BST1,0.911544273,5.97354874,0.000640551,0.002620007
CCP110,0.90952145,2.027405275,0.000643828,0.002632027
DSTYK,0.661021103,2.967092321,0.000646455,0.002641374
ATXN7L3,0.56944415,5.796713657,0.000647319,0.00264421
FARP1,1.274164164,-0.719238032,0.000648745,0.002649341
RFFL,0.825459085,2.161288174,0.000649419,0.002651396
PRL,4.282198913,-1.701052882,0.000653011,0.002664661
LOC101927131,2.920536439,-1.009566892,0.000654034,0.002668138
LINC01093,3.369648478,0.603733924,0.000656638,0.002678058
USP6NL,0.987238771,1.281526073,0.00065814,0.002683479
PTENP1,1.295212753,0.124093875,0.000658496,0.002684225
KCNC4,1.2910798,1.362291423,0.000658979,0.002685491
IDS,0.768522515,6.266563011,0.000660058,0.002689181
BRD3,0.73331246,3.432426331,0.000660565,0.002690542
PPID,0.686728167,3.358821209,0.000661087,0.002691962
GM2A,0.9385182,5.440081291,0.000664787,0.002704906
UBAP1,0.79886672,5.89031543,0.000667293,0.00271439
GPR132,0.611354119,4.645613107,0.000668202,0.002717379
LINC00639,3.672878439,-1.16398797,0.000670795,0.002725073
SEPTIN7P14,1.375027373,0.768661439,0.000674481,0.002737186
CDS2,0.63540513,5.577424927,0.000676169,0.002741889
LOC105369535,1.602358548,-0.221995177,0.000678509,0.002749941
TBC1D5,0.683990863,3.725297794,0.000680197,0.00275463
GUSBP19,2.801680825,-2.77363186,0.000687392,0.002780871
TBC1D30,1.138714885,0.693228491,0.000697061,0.002814129
LCN2,2.514279388,7.143467838,0.000699047,0.002820679
WWP2,0.729532852,6.064248574,0.000701093,0.002828201
FHOD1,0.652717173,5.003237512,0.00070337,0.00283457
DDIAS,1.670360714,1.153265638,0.000705114,0.002840738
STAU1,0.734950464,5.043485067,0.000705344,0.002840927
FLI1,0.712148648,6.460527847,0.000707281,0.002847254
LOC107985871,4.405668949,-2.26083763,0.000708099,0.002849811
LOC100128276,1.597366612,2.433707115,0.000712267,0.002863619
RAPGEFL1,0.895361468,2.462222504,0.000712933,0.002865555
LOC105371056,1.069917675,2.056596709,0.000714754,0.00287213
PHF12,0.721591174,6.004737371,0.00071561,0.002874831
GASK1B-AS1,1.530150444,0.461488497,0.000715903,0.002875265
RILPL1,0.985077061,1.661715483,0.000717985,0.002882137
KLHL18,0.611605279,3.411706299,0.000727373,0.002916057
PCNX4,0.776873128,3.009116253,0.000728597,0.002920209
NBN,0.821065068,3.517494492,0.000742077,0.002963644
CYB5R1,0.813914323,4.164412565,0.000742102,0.002963644
LOC107985870,2.2562842,-0.727520229,0.000742525,0.002964571
CHIT1,2.208072806,2.404025794,0.000745004,0.002973466
ZBTB38,0.923115635,2.807832575,0.000751695,0.002998103
MAGI3,1.473034117,0.070658873,0.000756722,0.003015057
ARCN1,0.579169836,5.382299497,0.0007686,0.003054555
CORO1C,0.687552904,5.293652959,0.000769446,0.003057137
ABCA2,0.842126266,6.160822584,0.000771384,0.003063447
CIC,0.711145311,6.459531178,0.000771428,0.003063447
RXRA,0.674496924,7.319562924,0.000773743,0.003070925
RCBTB2,0.77106315,4.199680995,0.000774101,0.003070925
LINC00513,1.731222995,-0.558133773,0.00077521,0.00307454
CLTCL1,0.991872271,1.908486717,0.000779751,0.003090184
PHKB,0.626319186,3.782260545,0.000783637,0.003102423
AHR,0.973250677,3.147906398,0.000783999,0.003103063
ECPAS,0.622525141,4.473548625,0.000785467,0.003108081
MED12L,1.610920877,-0.211935169,0.000788188,0.003118056
UBE2D3,0.646623801,6.736843824,0.000791794,0.00313073
LOC105374955,7.422087434,-3.524288408,0.000793142,0.003133667
UBASH3B,0.726667022,3.596164927,0.000794091,0.003135822
SLED1,2.061360438,-0.217786564,0.000794904,0.003138235
NUPR1,2.725913334,-1.071732996,0.000796109,0.003141397
SMG6,0.694120996,2.732678747,0.000796447,0.003141935
IRAK2,1.079971252,2.140042247,0.000810015,0.0031906
GOLGA7,0.589003541,4.565340723,0.000812692,0.003199523
CORO1A-AS1,0.672662706,2.911898391,0.000813161,0.003199868
KIAA0513,0.845123077,6.36221995,0.000814074,0.003202533
PURB,0.662821026,3.835516145,0.000816037,0.003209441
YWHAG,0.708820841,4.55555086,0.000818539,0.003218468
AGAP2,0.644683854,5.325411399,0.000821038,0.003225032
HSPBAP1,0.716094196,3.55695796,0.000822219,0.00322804
LOC107983979,1.904371957,-1.2159208,0.000823917,0.003233891
TMEM127,0.699259626,6.694231499,0.000826727,0.003241645
LOC105371636,2.991395906,-1.864501692,0.000831865,0.003256864
KIAA0040,0.715678495,6.550540026,0.00083583,0.003269917
CCDC71L,0.862920364,4.230265191,0.000843303,0.003294177
RNFT1,1.188243294,1.197208204,0.000851465,0.00332189
PAPLN,1.012210686,1.302118954,0.000852013,0.003323194
THOC5,0.681079886,5.062182022,0.000862396,0.003357795
PKM,0.861582337,8.689910772,0.000862775,0.003358426
WWC3,0.720840917,5.38617878,0.000865855,0.00336932
SH3BP5L,0.671548661,5.588997055,0.000866007,0.00336932
VSTM1,2.067500346,-1.531831576,0.00086758,0.003374597
SAMD4B,0.587198714,5.151955787,0.00086956,0.003378919
PUS10,0.91394958,1.062993944,0.000871476,0.003383825
ABCC5,0.727377544,3.607350214,0.000882284,0.003422344
PGM1,0.932429902,4.278132454,0.000884704,0.003430048
RDH5,1.447025936,0.336864187,0.000890365,0.003450275
LOC107985897,2.653146992,-2.01856746,0.00089662,0.003471055
PLK3,0.803287837,3.809564592,0.000901521,0.003485841
LOC101927018,2.121695958,-1.323701976,0.000903081,0.003489117
PHYKPL,0.707172023,5.548998556,0.000904186,0.003492515
FAF2,0.604809985,3.491109771,0.000910478,0.003511956
MIB1,0.927098246,2.185362514,0.000910574,0.003511956
TMEM41B,0.83122849,2.212504999,0.000912275,0.003517644
METTL7B,2.79246838,2.706362296,0.000916686,0.003532024
ARAP2,0.997185283,3.504314496,0.000922882,0.003554137
CDC40,0.730114015,3.47638506,0.000929992,0.003577941
HSPA1B,1.803385105,-0.998030587,0.000935123,0.003595044
P2RY1,2.209419019,-1.121283381,0.000938978,0.003608078
LOC107986153,1.624373529,0.462737973,0.000939687,0.003608479
ARID5A,0.780549562,6.395140962,0.000939778,0.003608479
ATP6V1B2,0.743794848,7.420303014,0.00094634,0.003628297
FAT2,1.486332054,0.297944571,0.000948948,0.0036374
CASC3,0.661940758,6.542678834,0.000952278,0.003649263
RSRC2,0.566850282,4.403555259,0.000962914,0.00368639
EXTL3,0.809771118,5.055390462,0.000967103,0.003699288
MYO9B,0.663351757,7.292541504,0.00096739,0.003699288
BPTF,0.629951725,5.047807993,0.000976598,0.003731426
HIF1A-AS3,2.400239859,-1.847279691,0.00097757,0.003734222
CD99L2,0.674590478,4.118405892,0.000985103,0.003757458
ZRANB1,0.915242521,3.359500482,0.000990097,0.003773518
SEC23B,0.693703338,4.288725106,0.000990285,0.003773518
LOC105370359,2.978878399,-0.854505027,0.001004457,0.003824712
LOC105377156,1.451123438,1.352449809,0.001006306,0.003827068
LIMS1,0.738167508,4.571907162,0.001006307,0.003827068
ERC1,0.705428032,2.576787862,0.00101683,0.003861938
TRRAP,0.634515726,4.12658003,0.001019377,0.003870146
XCR1,2.152910381,0.417993787,0.001025656,0.003891136
PNRC1,0.696202504,6.670221628,0.001026162,0.003892106
ARL8B,0.595250513,4.155945221,0.001028735,0.003900914
LONRF1,1.916214262,-1.444310153,0.001032892,0.003912857
MORC3,0.731742947,3.953998901,0.001036993,0.003926481
LOC105373172,3.055041884,-2.304136498,0.001047,0.003961476
ZNF654,1.29202079,1.832615288,0.001050728,0.003974616
S1PR1,1.144142799,5.131171808,0.001056434,0.003993284
ZNF493,1.126858526,1.603693817,0.001057148,0.003995013
SNRK-AS1,2.005266211,-1.297226403,0.001062526,0.004013384
FOXC1,3.043983078,-0.797129851,0.001065035,0.004020544
LTB4R,1.385468927,-0.078357998,0.001066655,0.00402507
DYNLT5,3.390061377,-0.783889128,0.001071403,0.004042006
SPECC1L,0.866276802,3.086226658,0.001076041,0.004055564
RIN3,0.809518754,7.476079926,0.001077928,0.004060711
TREML2,0.856292123,5.893493283,0.001079068,0.004063035
VPS9D1,0.810953752,5.453028447,0.001081162,0.004069933
MICAL1,0.761501375,7.118979497,0.001085362,0.004084756
S100PBP,0.605002903,3.015211244,0.00108609,0.004086505
LOC101928236,1.363294212,-0.161496761,0.001087568,0.004091078
FZD1,1.105304745,1.764106395,0.001092613,0.004106079
LINC01267,3.243433743,-1.862230697,0.001095364,0.00411443
AGO3,0.703376644,3.401743415,0.0011057,0.00414524
NOXRED1,1.20323852,-0.011116412,0.001105971,0.004145258
PROSER1,0.736731893,4.06434994,0.001111363,0.004161457
N4BP1,0.774943713,5.861599536,0.001114043,0.004168073
LINC01948,1.943312829,-1.477245592,0.00111679,0.004175742
FCGR1BP,1.208964595,4.271764846,0.001117664,0.004178006
DCUN1D3,0.821891376,1.875300391,0.001121987,0.004191488
SLC9A1,0.904527812,5.200133697,0.001130731,0.004219749
CPNE2,0.75185288,4.173592333,0.001135425,0.004236251
PLEKHA2,0.576039245,5.10370559,0.001146325,0.004273619
SERTAD2,0.787171339,3.445473821,0.00114654,0.004273619
LOC112268043,1.880052012,-0.711330092,0.001148244,0.004277917
LOC101928429,0.926848603,1.884684448,0.001151223,0.004287704
LOC105375034,1.988046589,-0.133095308,0.001152878,0.00429016
CD163L1,2.019158997,-1.235424602,0.00115291,0.00429016
CDC42SE1,0.555157435,8.17783235,0.0011552,0.004295934
MROCKI,3.363624289,-1.552897935,0.001166637,0.004330874
DBNL,0.625564378,7.47264661,0.001169665,0.004341078
LINC00260,1.693953198,0.890290065,0.001180934,0.00437872
INE1,1.785150571,-1.06674265,0.001184688,0.004391594
SKI,0.808405051,4.813724202,0.001185912,0.004395082
FAM89A,1.782465404,0.852304549,0.001186771,0.004397218
KATNBL1,1.041070848,2.766223451,0.001190079,0.004407373
CANT1,0.668114987,6.088432225,0.001191333,0.004410967
SRGAP1,1.934624014,-0.77186609,0.001192461,0.004414095
LOC105372160,3.997175022,-2.931806268,0.001198834,0.004431459
EGR3,2.471430505,-0.140870171,0.001202724,0.004443618
SP1,0.634587176,6.571389277,0.001213792,0.004480252
MIR3605,2.730544834,-1.103135196,0.00121408,0.004480252
BIN2,0.561803932,7.947413284,0.001221878,0.004506889
CST7,1.178274152,8.307169908,0.001233709,0.00454406
LOC102724008,2.547448075,-1.216551636,0.001237665,0.004555393
BICRA,0.623119307,3.754365341,0.001240025,0.004562998
SCAF8,0.64316738,3.879872565,0.001244491,0.004577266
LOC101929240,0.820583948,2.490389369,0.001246102,0.004581024
PIGBOS1,0.842827359,1.129225201,0.001256529,0.004616971
MANBA,0.824901382,4.433887639,0.001257068,0.004616971
JUNB,0.777718171,7.931150838,0.001261676,0.004631708
MIR3916,1.529367105,-0.581490085,0.001273925,0.004674467
PTPN9,0.673411499,3.014289696,0.001279218,0.004689249
CD46,0.87256194,5.755460254,0.001281141,0.004694286
C1RL,1.475459494,0.366375615,0.001284237,0.004703424
LINC02680,2.027398931,-0.876089506,0.001301774,0.004765408
DNAJC27,1.15231855,0.938159745,0.001323159,0.004836857
INPP4A,0.625291146,5.435492553,0.001327266,0.00484959
LOC105369402,2.294811496,2.569013027,0.001327887,0.004850718
ACBD5,0.643346232,2.825416931,0.001328995,0.004852341
SERPINB8,0.699203221,3.095135107,0.001329267,0.004852341
KLF9,0.997288523,2.272193242,0.001329985,0.004853822
RHOU,2.42989272,-2.508694458,0.00134814,0.004914309
NDNF,5.262135446,-2.775344154,0.001352353,0.004926047
DMTF1,0.672114458,4.011263626,0.001352627,0.004926047
N4BP2L2,0.611949701,4.919406641,0.001356016,0.004936925
ARRDC4,1.366719164,2.699477291,0.001358511,0.004942843
FEM1B,0.666944329,3.082483554,0.001369867,0.004979499
POLD3,0.646903176,3.043866467,0.001373786,0.004991412
C19orf38,0.861419216,6.090239987,0.00137701,0.005001958
FOXJ2,0.656060264,4.129328483,0.00138305,0.005022722
FPR1,0.964738748,9.57349945,0.001386081,0.005032303
ZC3H11B,1.020390283,0.682053219,0.001388668,0.00503842
PCP4L1,2.033435293,-1.170040347,0.001404099,0.005088467
TWF1,0.9928514,1.765908651,0.001406761,0.00509574
TMX3,0.853444065,2.485424376,0.001439001,0.005200407
RNU4ATAC,5.337643122,-4.287288977,0.001442156,0.005210598
TOR4A,0.690967373,5.543542869,0.001446114,0.005222469
MFN1,0.580663871,3.063607535,0.001475923,0.005311615
USO1,0.616289846,3.647884259,0.001482431,0.005332566
CDKN1B,0.625983458,4.315466538,0.001486529,0.0053436
ANKRD11,0.616204281,6.227145611,0.00148927,0.005349741
PDE5A,1.033720164,1.170567704,0.00149401,0.00536429
MAK,1.152212056,2.908055973,0.001494763,0.005365753
RPGR,0.963592332,2.269719248,0.001502898,0.00539371
ZNF280D,0.928414404,1.462690539,0.001504766,0.005397921
KMT2B,0.610095508,5.897975378,0.001514174,0.005426664
MIR6847,3.642203308,-3.160070211,0.001514616,0.005426994
LOC102725180,1.284329487,0.760008168,0.00151719,0.005433714
CCNT1,0.602613368,3.059068823,0.001528989,0.005468413
SPATA6,1.42522189,0.705896692,0.00153734,0.00549449
LOC112268267,1.10597616,3.592088033,0.001550731,0.005539799
HAL,1.119191819,4.754879293,0.001559309,0.005567888
BSG-AS1,2.391336244,-0.592073539,0.001563563,0.005581795
LOXL1,1.417805125,0.254100488,0.001563963,0.005581941
KLHL9,0.731365999,2.686132698,0.001571938,0.005605257
MINDY4B,2.783342899,-0.364971012,0.001575893,0.005618073
ZC3H3,0.761452986,4.70731647,0.001587846,0.005656791
ETFDH,0.78399107,2.293686813,0.001602373,0.005703319
CDC42,0.559646595,7.083005541,0.001603705,0.005706751
RRBP1,0.71072129,5.63269115,0.001609995,0.005722586
ATP8A1,0.79072584,2.764568343,0.001620722,0.005756768
OSTM1,0.716756249,3.335904342,0.001625556,0.005772616
PTGES,2.738446512,0.146244672,0.001652634,0.005851402
LOC101928059,1.592462894,-0.841761127,0.00165451,0.005856708
PRKXP1,1.241216397,3.193025102,0.001656593,0.005861412
RBSN,0.574395365,3.168106168,0.001660354,0.005872049
SENP5,0.57703129,2.622353256,0.001661209,0.005873736
LOC107985355,2.191096135,-1.89883167,0.00166213,0.005874321
LOC105372698,1.941713959,0.232389215,0.001674193,0.005908893
ICAM5,1.890796244,-0.243912915,0.001675446,0.005911974
SFXN1,1.073942247,3.429264288,0.001682616,0.005933233
ANKRD10,0.596792024,5.232036087,0.001691461,0.005960046
MIR657,3.112263072,-1.915456156,0.001691753,0.005960046
GARS1-DT,0.580140929,3.811786744,0.001706162,0.006006724
LMBRD1,0.701950377,3.928741507,0.001715559,0.006034344
VWA8-AS1,5.821370097,-3.442136506,0.001720222,0.006048007
KCTD9,0.852968249,2.330707603,0.001721728,0.006051934
ETNK1,0.756808157,2.671376009,0.00173597,0.006092546
LOC102724273,5.948892389,-4.223246718,0.001738706,0.006097825
LOC105372501,1.974981454,0.273529475,0.001751049,0.006136961
TNFRSF10C,0.994796037,7.642494178,0.001759962,0.006162643
DHX38,0.535538062,4.69978645,0.001764422,0.006175478
LOC105370579,1.265772498,0.803298274,0.001777,0.006215301
ABAT,0.919215194,3.483740042,0.001782823,0.006230062
LAIR1,1.063970632,2.57134218,0.001796737,0.006277274
VASP,0.759574416,8.822263396,0.001810266,0.0063217
RN7SK,1.331804306,6.390438909,0.001811741,0.006325428
LGALSL-DT,2.337350137,0.456512608,0.001817305,0.00634343
TBC1D2,0.67530095,4.658418521,0.001824473,0.006362736
KIAA2026,0.615383314,4.015690579,0.001828606,0.006374289
LOC107986160,2.281864357,-1.136852144,0.001832156,0.006383803
VEGFA,0.870299135,2.438189308,0.001833719,0.006387817
CLIC4,0.868613694,2.647977877,0.001835783,0.006392265
LOC105371649,1.983660676,-0.64575706,0.001835818,0.006392265
LOC101927999,1.309637873,6.038809029,0.001841158,0.006407587
LOC100128770,1.215070774,2.849629161,0.001841274,0.006407587
PPARG,2.021662648,0.580759243,0.001841455,0.006407587
RAB3GAP1,0.653748669,3.835133585,0.001850921,0.006437645
GTF2IP4,0.845897048,2.851637353,0.001854314,0.006446561
ARIH1,0.504303778,4.196961873,0.001861009,0.006465499
CLU,1.128951259,6.824190521,0.001880357,0.006525425
RGS14,0.595712614,6.747525027,0.001881295,0.006527224
GRB2,0.628530144,7.678652672,0.001901596,0.006590306
LOC100996506,1.234535773,1.808165909,0.001907562,0.006609509
TSC1,0.525237813,3.675412355,0.001911552,0.006620383
SERINC2,1.27080221,2.26510372,0.001912616,0.006622594
FIG4,0.75776608,3.61486559,0.001915544,0.006629777
CMIP,0.752601965,6.064105617,0.001917045,0.006633497
USP37,0.988953707,0.287555333,0.001931892,0.006681898
DNAH14,2.327830679,-1.904520885,0.001950198,0.006737716
LOC105377691,2.324605989,-0.852654535,0.001955453,0.006754372
FOS,0.94792479,5.357672302,0.001957784,0.006759421
VIM-AS1,0.788315922,2.317588916,0.001958667,0.006760967
FBN1,2.647107621,-1.979498343,0.001965641,0.006780525
PGGT1B,0.690631031,3.10553157,0.001967783,0.006786407
PER2,0.791839304,2.112517112,0.001968614,0.006787768
C6orf89,0.510078225,5.289963187,0.001970433,0.006792533
UFD1-AS1,0.587618828,2.726956605,0.001971641,0.00679519
USP15,0.808977842,6.431010089,0.001972229,0.006795709
ENO1,0.754316459,8.188560672,0.001976409,0.006808603
APOA2,1.731566778,-0.980927686,0.00198137,0.006821161
RBM27,0.665257373,2.973084477,0.001991956,0.006853051
OSTF1,0.638520345,6.213301522,0.001999117,0.006874647
MAU2,0.574694098,5.853131133,0.00199976,0.006875335
LINC02908,0.682465896,4.120849944,0.002009804,0.006906812
NSFL1C,0.672857637,5.733380276,0.002010346,0.006907151
C3orf62,0.731194203,3.950793608,0.00202369,0.006949924
MMADHC,0.777851162,4.047315163,0.002031318,0.006973178
ADM,0.989894751,5.683713244,0.002051523,0.007034543
SNX3,0.940231455,6.550558661,0.002051949,0.007034543
GK5,1.060356466,3.079623205,0.002056157,0.007047415
ARHGAP15-AS1,1.129055917,0.613128587,0.00205879,0.007051775
BCL3,0.895855026,6.55215396,0.002062724,0.00705948
TBC1D23,0.758793093,2.912794601,0.002069148,0.007074783
DNM2,0.550883004,7.357114028,0.002071714,0.007082
CAPN1,0.678449119,6.646996325,0.002080201,0.007107886
SANBR,1.050273851,0.937743917,0.002088446,0.007132923
CSRNP2,0.609308889,2.682204549,0.002098714,0.007163274
PRKAR2B,1.215515102,2.45550761,0.002102147,0.00717184
NEDD9,0.840684347,5.100693619,0.002103935,0.007174791
C9orf131,2.056054903,-1.285437719,0.002107508,0.007183826
EIF4G1,0.583262131,6.29254891,0.002109172,0.007187923
RGS18,0.942246541,4.158745251,0.002111533,0.007194392
LOC101927627,3.628731358,-2.479106137,0.002115618,0.007203374
EHBP1L1,0.66824154,7.949271515,0.002115959,0.007203374
VAPB,0.534010639,3.317655927,0.002117691,0.007207474
CAPN3,0.785553133,3.594761774,0.002129927,0.007242777
DAZAP2,0.623327605,7.921209145,0.002134528,0.007256835
FNBP1,0.581251708,6.320785043,0.002141155,0.007276181
GRIPAP1,0.493369053,5.35061652,0.002146434,0.007289343
ZC3H13,0.678996299,4.61456286,0.002158181,0.007324437
SETD1B,0.655078231,5.457635155,0.002159931,0.007327177
PGAM1,0.608376906,5.651805122,0.002178409,0.007378695
POU5F2,1.938115632,-0.926156248,0.00217844,0.007378695
LRIF1,0.767725482,2.453907948,0.002180171,0.007382947
PTPRN2-AS1,1.072786078,2.414746014,0.002183279,0.007391864
LOC105374768,1.148752319,1.360288379,0.002186068,0.007399697
LOC100506321,2.26157293,-1.775894399,0.0021988,0.007436317
IPCEF1,0.62426052,3.951232441,0.002204648,0.00745447
LOC107985747,2.471276942,-1.084141007,0.002215722,0.007487134
LOC105377626,2.746765913,-1.828525931,0.002215752,0.007487134
ACLY,0.58608001,5.135775942,0.002219221,0.007497226
TMEM120A,0.813275083,5.085337177,0.00224194,0.007565758
B4GALT1,0.641694998,5.787974439,0.002248638,0.007586715
HEBP2,0.718067829,4.72079024,0.002265704,0.007639319
ANO6,0.797498452,3.596971048,0.002269157,0.00764879
LOC107986871,0.914421908,0.951739641,0.002269497,0.00764879
OXER1,1.05848054,3.864730638,0.002287572,0.007699694
ATP2A2,0.597304595,4.271318304,0.002290118,0.007706594
KDM3A,0.648128057,4.316971269,0.002293423,0.007716047
GLYR1,0.522136963,5.588366911,0.002303189,0.007743877
POLR2A,0.8180012,3.68971801,0.002305512,0.007750011
A3GALT2,2.693144472,-1.606214278,0.002325926,0.007808501
MIR7848,1.303281174,0.048079838,0.002339198,0.007849667
LOC105373511,1.055774736,1.332295471,0.002341343,0.007855169
MSS51,0.782194355,0.987176438,0.002349542,0.007879276
KDM5C,0.521304362,5.879487485,0.002357583,0.007902203
LOC401261,0.651660328,2.250290657,0.002364466,0.007919078
ZNF33A,0.596362266,4.783773673,0.002365436,0.007920618
ABHD17B,0.785062755,1.532371028,0.002388211,0.00798656
PTPN22,0.849848347,3.844127796,0.00239131,0.007993485
LOC107984945,1.922203555,0.210291075,0.002392703,0.007996421
HPD,1.809978409,0.724165858,0.002408886,0.00804359
POM121C,0.621616292,4.438396461,0.002412932,0.008050182
TRMT6,0.766913507,2.622621083,0.002413889,0.008051648
SEC61A2,0.879084129,2.501605404,0.002431116,0.008103894
VNN3P,0.928826148,4.161189901,0.002434298,0.008111702
SYN1,1.938708935,-1.174965229,0.002435475,0.008113206
REV3L,0.803496561,2.361485993,0.002449945,0.008156165
GRID2IP,1.677958901,-1.038468489,0.00245252,0.008162992
LOC105378976,3.100324151,-2.796121172,0.002462322,0.008193861
NDST3,4.295136318,-2.989372918,0.002477425,0.008237067
LOC107985227,2.217648965,-1.251083252,0.002479456,0.008242057
SLC22A13,2.563812789,-2.254891924,0.002481865,0.0082483
LOC105370513,1.94938641,-0.635483247,0.002491107,0.00827548
LOC100996643,3.974601859,-2.347021554,0.002501266,0.008298589
LOC105370969,1.812981093,0.849033726,0.002520995,0.008358692
NSD3,0.530251254,4.760851053,0.002522541,0.008362035
SMCHD1,0.792885972,6.851887255,0.002524374,0.008366327
COPB2,0.498727842,5.358424953,0.002543309,0.008423694
SH3RF1,1.336554057,0.1075362,0.002545176,0.008426289
GOLGB1,0.509153143,4.471080424,0.002557394,0.008461333
LOC107985360,1.319432196,0.154158104,0.002595752,0.008582764
SLC16A4,1.501111352,-0.089572376,0.002601805,0.008599273
NUDT16-DT,1.769352912,-0.703445273,0.002605934,0.008610706
ZMYM5,0.758097821,1.746110021,0.00260669,0.008610706
ATP6V0A1,0.651768909,4.917754918,0.002606972,0.008610706
STK35,0.56518451,4.592771831,0.002608328,0.008612892
TLK2,0.508644929,3.48303955,0.002616174,0.008635595
PRCP,0.736428267,5.662427739,0.002627689,0.008671764
