"","logFC","logCPM","PValue","FDR"
"SLC25A19",0.69383096288659,0.708330228183246,0.000298578470102169,0.000694055159059593
"TXNRD1",0.692915981512382,3.08079275020606,7.21438372164169e-05,0.000187609242604899
"SAT2",0.692472038926038,2.13935524852939,1.99650866339745e-05,5.70459496019777e-05
"MED20",0.691889462566616,0.693173520260767,0.000909906701288257,0.00192791870740694
"ANTXR2",0.691420441767041,3.55234560713133,0.00101742459339671,0.00213934920573123
"SLC35B2",0.6911096994511,2.47988480266512,0.000366982955684144,0.000838461150176198
"RABIF",0.691089075162508,1.8504575599591,8.84741264581332e-06,2.67425973634287e-05
"FBXO41",0.690843258665368,2.13817500780863,6.31889455345667e-06,1.94679667639756e-05
"TERF1",0.690661967029348,1.14269921882472,0.000179156949751297,0.00043274473968921
"STK38",0.690609291948348,5.10669893789845,1.34114993500027e-06,4.56485122552684e-06
"MRPS26",0.690491243970837,2.22520437085687,0.00662286694989773,0.0118662886040821
"LOC100130872",0.690115657095114,1.33608921131461,0.0138925001309189,0.0232722812584475
"ATP6",0.690014665600462,8.39152218507291,0.0193157464807144,0.0313844008549816
"CREBBP",0.689971882808772,4.69600146110466,4.06584336263831e-06,1.29110549144102e-05
"LOC101928487",0.68947225302201,-1.29174571296233,0.0179202718297594,0.0293101471862313
"ATP6V1D",0.689405912759218,2.57980777158735,0.000609129433996916,0.00133392361026822
"LIMD1",0.689402340147799,2.33889120276783,5.30740084557121e-05,0.00014117307149159
"LTK",0.689181143570117,0.264309891195712,0.0191392494263851,0.0311179929003298
"LOC441155",0.689132902160863,-2.13788712632328,0.0199127608995378,0.0322559181842572
"PWWP2A",0.688986355701225,1.63961800417787,0.00013648864064252,0.000337586376785787
"SMG8",0.688680056747277,1.17551023336672,0.00292523621828189,0.00562902395269736
"NORAD",0.688620047577511,3.5868405075907,1.79662306847455e-05,5.17195782675663e-05
"TRBV7-9",0.688222143403866,0.391820830753684,0.0210087821228518,0.0338839290342967
"DPF2",0.687894440165954,4.04107908916758,2.05928134624885e-07,7.87973469512546e-07
"KIFBP",0.68777188826627,0.471138923501652,0.00281185081303469,0.0054293535428082
"DEDD",0.687625270448279,3.23434383640331,1.79651905375353e-08,7.93506974768446e-08
"BRIX1",0.68578651557027,-1.70089221279742,0.00639606116440831,0.0114958695738887
"FOXD2-AS1",0.685535697699332,0.177630614316655,0.00669518053264159,0.0119828983370504
"PITPNM2",0.685412051107229,2.3691135783038,2.17758897601188e-05,6.18214804282277e-05
